id,chemical_signature_1,gill-color,spore-print-color,veil-type,cap-surface,region,ring-type,stalk-color-below-ring,local_humidity_index,spore_dispersal_score,chemical_signature_2,stalk-color-above-ring,fiber_thickness_score,soil_mineral_level,ring-number,risk_synergy_index,chemical_signature_3,stalk-root,has_ring_flag,habitat,pore_density_index,forest_canopy_density,cap_radiation_index,stalk-surface-below-ring,gill-attachment,airflow_intensity,stalk-shape,bruises,population,stalk-surface-above-ring,gill-size,surface_moisture_level,gill-spacing,veil-color,cap-color,dark_spore_flag,cap-shape,cap_firmness_index,is_dangerous
1528,0.7029144557321592,g,k,p,y,region_forest,p,w,0.7999787282646555,0.5095440201783291,-1.124520703210961,w,-0.4808930782396331,-0.5317961547195773,o,1.0,0.6172480330143779,c,1,m,-0.30147676236021986,-0.7233384421200073,-0.4742261870865326,s,f,-0.1782877587160765,e,t,n,s,b,0.23124216041285123,c,w,y,1,x,-2.3799073313530843,1
7910,0.05803687973094926,y,w,p,y,region_other,n,c,0.16927461464712465,-2.170855341577628,1.043834211322747,c,0.9449845981276234,-0.5175132543473808,n,0.0,0.2892508863641143,c,0,d,-0.3373012046003925,-0.3801949447780055,-0.6176100539941207,y,a,0.19542816892939638,e,f,c,k,b,-1.3254913945164097,c,w,n,0,f,-1.9449974933826988,0
6082,-0.7005552921711324,b,w,p,s,region_meadow,e,w,-0.3649069988097524,-1.5297334072673505,1.1082826111004134,p,-1.4265114002180688,0.2142673598165254,o,0.0,-0.12737830780000542,?,1,l,-0.41214918686464097,1.4888119735954324,-1.3063200663116148,k,f,-0.31789629540776787,t,f,v,k,n,0.6471585753802782,c,w,n,0,f,0.4641736516298852,0
3445,-1.0301392350781453,n,n,p,y,region_other,p,w,0.6035128373245666,-1.2420579538899537,0.3978950695876288,p,-1.0195768202719462,-0.43563468195894145,o,0.0,-1.2028370944042897,b,1,d,-0.18889468952109012,-0.6863152937371748,-1.0221559898638675,s,f,0.11020419132221863,t,t,v,s,b,0.9711111379015475,c,w,g,1,f,-0.6516552044780795,0
2030,-1.0849218103016516,u,k,p,y,region_other,p,p,-0.6852935353847164,0.6759072714947802,0.27211907302303745,w,-1.222473483827189,0.8389557962217041,o,0.0,-1.0462417128505648,b,1,d,1.6580288461171544,1.8270039499928636,-0.13732240726908498,s,f,-0.8804315537003966,t,t,v,s,b,0.13544340581940512,c,w,e,1,x,-0.4215534637480234,0
3920,-0.5667639943279583,w,k,p,y,region_other,p,w,-0.43971059855546707,1.6267958659716795,0.4717396034968804,p,1.2091568285716734,-0.7093332909960864,o,0.0,-1.1319221497955307,b,1,d,0.293523191586342,0.4919630107213935,-0.6970580994883347,s,f,-0.9728127984603099,t,t,y,s,b,0.5213445129702937,c,w,e,1,f,1.9996171235548674,0
4167,0.2193453118234644,p,h,p,f,region_forest,l,p,0.27336694861273414,0.8334338139084095,-0.10457028997896856,n,-1.366556612928946,0.9181275704362928,o,1.0,0.26478861901518685,b,1,g,-2.066283003928247,1.8760304175272053,-2.016411325572095,k,f,-0.06696164764095276,e,f,y,k,b,0.523516407838869,c,w,g,1,f,0.9776164619962204,1
797,-0.7360453835725757,h,k,p,s,region_forest,e,w,0.3305003265159562,-0.03160359112733719,-0.09666917530656322,w,1.068269789302457,-0.31482792862994474,o,1.0,-1.33112133773011,e,1,g,0.45027956792517787,-0.20386605348153342,-0.3810894897620612,s,f,-0.36885460928696173,t,f,s,f,b,0.4067717875919572,w,w,w,1,x,0.5104017713182099,0
3270,0.8641773733744503,p,n,p,f,region_other,p,w,0.5697003110871218,1.025460828085181,-1.9362700119725595,w,-0.8980228419826048,-0.6048202321041711,o,0.0,-1.1903900494173532,b,1,d,-1.2586765060998983,0.30315092263658777,-0.7040279883323551,s,f,1.1143865781649864,e,f,s,s,n,-1.8250233901554873,w,w,p,1,x,0.3379269508950132,1
4093,-1.1042880807348683,w,k,p,f,region_other,p,g,0.5757127694643651,-1.3039014540389395,0.405681225608671,p,0.38552658028386666,-0.6110620912184311,o,0.0,-1.0376199576136929,b,1,d,-0.8836679795522323,2.196892145955455,-0.45256293675605236,s,f,-0.20001247063297412,t,t,y,s,b,0.2173533938733192,c,w,g,1,f,-0.9138560748347798,0
7414,0.09849519481685776,b,w,p,s,region_other,e,p,-0.12818794976239895,-1.992015863875331,-0.390395369529121,w,0.44786502607463274,0.6260383330352334,o,0.0,-0.15022783471613363,?,1,d,-0.07275086562428691,-0.8449529987356795,-0.8697164165888696,k,f,-0.3671646320358746,t,f,v,s,n,-0.8870527942320646,c,w,n,0,x,0.7383334433317807,0
5877,0.18356850770892255,h,h,p,s,region_forest,p,w,-0.9865158925838065,-0.1210069273503597,-0.03162872728543942,w,1.3803151213870781,0.8839171738009984,o,1.0,0.20983703826408934,b,1,g,0.23838043871844133,-0.00010371323135465557,0.09239847449030089,f,f,-0.10752685116481753,t,t,v,s,b,1.2281070389619504,c,w,g,1,x,1.0518794050695068,1
6862,-0.4724767964905695,b,w,p,y,region_other,e,w,-0.2839417287930735,-0.0014179287675921937,-0.40955907647132334,p,0.5205949033476943,0.11278084628699905,o,0.0,0.44343799878510926,?,1,d,-0.038118001409139124,-0.37443982875654513,1.0906983480238939,k,f,-0.21613966140353452,t,f,v,s,n,0.03770970630903914,c,w,n,0,f,0.2744250454022813,0
129,-0.910020740850095,n,n,p,s,region_forest,p,w,-0.8698086949806866,0.8073573138133907,0.918955991251199,w,1.2261667861877323,-2.1691689059078225,o,1.0,0.9956354347711068,c,1,m,-0.8533687772461419,0.8908586865839546,-0.14169511601077375,s,f,3.4783934945080417,e,t,s,s,b,-1.020331247209571,c,w,w,1,b,-0.28965556577568513,0
7642,-0.6271609973009846,g,w,p,f,region_forest,p,w,-0.1735229319333394,0.0006239707237349802,0.41717678982256634,w,-0.5715721723000533,0.8270527477486982,t,0.0,-1.078702971757102,?,1,g,-0.8079776084474367,0.4351733109108347,0.05178758257642113,s,f,-0.6276050009275614,e,f,n,k,b,1.3147667031275168,w,w,g,0,k,1.0189394219428372,0
1795,0.7714444104455976,k,k,p,y,region_forest,p,w,-0.048348016984413766,-0.5218658662286267,0.1355193861515052,w,-0.956095749150337,-1.0342327903619641,o,1.0,0.0873179539501501,e,1,g,-0.7230373953924949,-1.6094500600989587,-1.3416344101802355,s,f,1.0194100692079442,e,t,v,s,n,0.22440400890550274,c,w,n,1,f,-0.6611007401522513,1
5703,-1.253673191653437,w,r,p,y,region_forest,p,w,-1.4741567867150094,0.3789347371150921,0.6679653420355638,w,-0.8315363123343085,-1.0342013233319418,t,0.0,-0.526710997229173,b,1,g,-0.6090705568320194,0.8456274789474141,0.7684888106493135,s,f,0.9604907589517958,e,t,v,s,b,0.1661883964965564,c,w,b,0,b,-0.39141157852714514,0
163,-0.7193787239519807,n,n,p,y,region_forest,p,w,0.37998598635225606,-1.0504772818157904,0.7417235184166766,w,0.8851871445710434,-0.7894371578339167,o,1.0,0.957355017111058,r,1,g,0.08813685244332642,-0.8310266421293468,0.30694897892876477,y,f,0.6184859859947521,e,t,y,s,b,1.3091825362210296,c,w,n,1,f,2.0424256432884373,1
7949,-0.824681866801694,b,w,p,s,region_meadow,e,w,-0.27775211307202047,-1.817901020157017,1.2770875520909928,p,-0.16179577531679373,-0.1771160933153055,o,0.0,0.11565180487861107,?,1,l,1.0387204772970058,0.1507679288719533,-0.3177574236740741,s,f,-0.19724258465097788,t,f,v,s,n,0.24244432247014083,c,w,e,0,k,-1.1156981152691303,0
908,0.7997228070478637,p,n,p,y,region_urban,p,w,0.7977042517285968,0.5222598201210316,-0.3737402750098858,w,-0.34601906272143385,0.4983663493490409,o,0.0,-0.1620873247168581,e,1,u,0.9166847154995179,-1.7193977093046238,0.6032118611566103,s,f,0.620219674646821,e,t,v,s,n,2.053058581320267,c,w,n,1,f,0.5478332446417096,0
5056,0.13117663894343964,h,h,p,y,region_forest,l,b,-0.6838608415907063,-0.4467623829963647,-0.30154356271489047,n,1.0585564984772842,-0.22566835188187712,o,1.0,0.06317060844824848,b,1,g,0.2292822374177034,-0.4731000005732905,-0.16105869193724795,k,f,0.4165253963455918,e,f,y,k,b,2.0916567580639165,c,w,g,1,x,-0.2952398110881211,1
4817,-0.7126848431652855,b,w,p,y,region_plains,e,p,0.0954324285253791,-0.699852592103414,1.4500737289947017,w,-0.7771142397695148,-0.7657527111711517,o,0.0,0.11465276767762586,?,1,p,-0.33265600565805337,0.6766935245025993,1.3044745735597636,k,f,-1.8464017653985945,t,f,v,s,n,0.12007636283271825,c,w,n,0,x,-0.11551838054098588,0
7245,-0.8358621079137891,w,w,p,f,region_forest,p,w,0.7222417803944265,-1.3817940433069449,0.585967552466347,w,-0.7681716204366562,0.6651619497721645,t,0.0,-0.7740362971643561,?,1,g,-0.4422861687727547,0.48101710823902427,0.9848564254192314,k,f,1.9696464775938143,e,f,s,k,b,-1.0044409722739451,w,w,g,0,k,-1.8921351467975909,0
4968,0.453715437727812,p,h,p,y,region_plains,l,p,0.36393986375247017,1.5233966110988533,-0.4794286205953282,p,-1.8637302448779682,0.47709179828777837,o,0.0,-0.049281161485433524,b,1,p,-0.03695534186284033,0.8073848092181134,-1.621041834238468,k,f,0.07012820749411472,e,f,v,k,b,-0.40835375291895537,c,w,g,1,f,-1.3693775580968974,1
1702,-1.1327152396900848,n,k,p,f,region_forest,e,w,1.2827073923166963,0.33861060903068263,0.26084529012841984,w,0.18407769327833237,-0.6722327563529155,o,1.0,-1.0235391205322715,e,1,g,-0.15321780564853227,-1.2230368896317036,1.8315573791583182,s,f,0.8806800128166978,t,f,s,f,b,-1.3747952773390484,w,w,n,1,f,-0.07486116385663526,0
7890,-0.8070154777138421,g,w,p,s,region_forest,p,w,-0.3628355514114077,-0.6687842026959324,0.6767886616569831,w,0.605302698229561,-0.5963830036915752,t,0.0,-1.2190503340406016,?,1,g,0.1839583807642709,0.6619260916811636,-0.13593147815296305,k,f,-0.13753815520832274,e,f,s,s,b,0.7710716949152291,w,w,w,0,b,-0.8272827602010095,0
7558,-1.0481660207547923,n,y,p,s,region_meadow,p,o,1.1762204177846654,-1.2060227100150622,0.47220963145400896,o,-0.3453366286961678,0.3866926224245393,o,0.0,-0.6993044098361434,?,1,l,-0.606781454044486,1.147331752087781,0.960185375761121,s,a,-0.24537135822811978,e,f,v,s,b,-0.6557055760166429,c,n,n,0,x,0.8688997100233145,0
5792,0.06997666232106928,h,h,p,y,region_plains,l,b,2.1524373915182786,1.5285031560317874,-0.27489547402123504,p,-2.1047016470341875,-0.08618455385072146,o,0.0,0.10293302847010657,b,1,p,-0.7760256220477657,-0.9077528096694844,0.42403764895775065,k,f,-0.24677453140141326,e,f,y,k,b,-2.648872986138112,c,w,y,1,x,-0.022224872626710527,0
1543,-1.0328106503358931,p,n,p,f,region_forest,e,w,0.15397800519860638,-0.7527641522569333,0.3828500298867316,w,-1.1518681921232319,-0.6321218360029377,o,1.0,-1.0830849517904737,e,1,g,0.24969013221268965,1.1719336031112277,1.3537852986381418,f,f,-0.03121322591185663,t,f,s,f,b,1.935487537635181,w,w,w,1,x,-0.5936116183594963,0
481,-0.8311468556841626,g,k,p,y,region_forest,p,w,0.05296480295535827,0.0212000002685795,1.1044067592044335,w,1.2517424971383946,1.2735532343985412,o,1.0,0.7751087780439866,c,1,g,-0.10590405394101234,-0.6148600588919249,0.08553699043926004,s,f,-1.1485293412056794,e,t,s,s,b,1.9506670181733474,c,w,y,1,b,0.01652160372657919,0
6794,-0.44097678484331493,b,w,p,y,region_meadow,e,w,-2.0051948139077678,0.7146828419345229,-0.5172890364835846,p,0.23998296704536012,-0.9545894169918524,o,0.0,0.15708816066613757,?,1,l,-0.6156967680253781,-1.391330656106376,1.4918127967754504,k,f,0.6729105265480918,t,f,v,k,n,0.16712717173577163,c,w,e,0,f,0.05380805380002453,0
1639,-0.8915383491193986,k,k,p,s,region_forest,e,w,0.17070523490031445,-0.23404307611737446,0.7466266932859696,w,0.05936640949527618,0.2569199690560509,o,1.0,-0.6818706754192707,e,1,g,0.2269834108066458,-0.2438465186684161,-0.0755287758948446,s,f,-0.4773575750129581,t,f,a,f,b,0.2062617278415875,w,w,n,1,x,0.1722121508513046,0
1378,0.6128637985085843,k,k,p,y,region_forest,p,w,-0.5804467113046599,-0.30052760326100997,0.05672449325649979,w,-0.6893452474447985,1.0562908430517366,o,1.0,-0.4539565831318394,e,1,g,0.9731964909554085,-1.5305136737761629,-0.910597963783168,s,f,-0.7622038414787936,e,t,s,s,n,-0.044928061197346825,c,w,n,1,f,-0.840503533959904,1
1223,-0.9991428825160475,h,k,p,f,region_forest,e,w,-0.09550497769645756,-0.9956040923587312,0.3356206889456945,w,-1.012396475168462,-0.6535334009323095,o,1.0,-1.1712918525983098,e,1,g,-0.18041321121966308,0.22819020873719578,0.04412676768005222,f,f,-1.2396880979678617,t,f,s,f,b,-1.425137650988379,w,w,n,1,f,-0.4420900545866694,0
4579,0.2836292415218506,h,h,p,f,region_other,l,b,0.19319417563921973,-1.0655637256780521,-0.20773727424061417,p,0.7708319313822046,1.8021667637303846,o,0.0,0.08193988923708395,b,1,d,0.5568426345991586,1.1525734419268132,0.3179400221046058,k,f,-1.1289050551065716,e,f,v,k,b,0.6366976914329526,c,w,y,1,f,0.08051888414133908,0
5730,0.189021199423619,p,h,p,y,region_forest,l,n,-0.008056705775860207,-0.6942405444822249,-0.23051234920692715,p,-0.9545415160307521,0.15794614332174164,o,1.0,-0.07942768636764563,b,1,g,0.5245734194442179,-0.07721225162395268,-0.8991483399770966,k,f,-0.784299893984771,e,f,v,k,b,0.3898545207888775,c,w,y,1,f,-0.300768349222831,1
2001,-0.7899563131344964,u,n,p,y,region_other,p,w,-0.4941973872626605,0.01941250739406487,0.6926378156971573,g,0.5769945178401591,-0.4306882624830297,o,0.0,-0.6708939730088666,b,1,d,-0.802148482398209,0.38492521135502356,-0.1908161550643382,s,f,-0.7720301182275247,t,t,v,s,b,-0.6152012964148782,c,w,e,1,x,-0.45449115224456677,0
1039,0.7988947185192309,p,k,p,s,region_urban,p,w,-0.4511229502585033,-1.646239798926151,0.02453920102580811,w,-0.07521884684268017,1.1498210683829557,o,0.0,-0.017739377968011644,e,1,u,-0.41237495142703184,-0.31370330105603267,-1.2414479840151527,s,f,-0.14241982205443848,e,t,s,s,n,-0.43761981069553063,c,w,n,1,x,-0.29538241549180705,1
2962,-0.7564874218909576,w,n,p,y,region_other,p,w,0.879426644934055,2.0796419186516313,0.5811156544860447,w,1.0378337994755844,0.11250928472860007,o,0.0,-0.9906762224748422,b,1,d,-0.6782263623010214,0.6116682569429522,-0.4259853728830258,s,f,-1.088564978156026,t,t,y,s,b,-0.5957814121255338,c,w,e,1,x,0.6939777767008111,0
2356,-0.6113510814694135,n,k,p,f,region_other,p,w,-0.5124529256517605,0.09216057522141581,0.1069658887118018,g,0.5840908764260916,0.29152100058798547,o,0.0,-0.9679100769315678,b,1,d,1.1916111867377246,0.32943474531079253,-0.27995081478317824,s,f,1.054329877054254,t,t,v,s,b,0.5507544194505164,c,w,g,1,f,1.5492701666334763,0
7365,-0.0757038822231556,b,w,p,y,region_plains,e,p,-1.9351316403055647,-0.22834947358785182,-0.3186990530047792,w,-0.370738442632069,0.881183971023511,o,0.0,0.14819705916524245,?,1,p,-0.17807713959781518,0.2585569268612441,0.06447312843541768,k,f,-0.6519209519678044,t,f,v,s,n,0.8535917107211162,c,w,e,0,x,0.7477889501177114,0
7183,-0.6597690474695381,g,w,p,s,region_forest,p,w,-0.6286301585036485,0.8018828493077911,0.29009386982788726,w,0.46839758465934056,0.6608187942600514,t,0.0,-1.0769699282770213,?,1,g,-0.5976782649662539,0.22954342377099562,0.32557429615136896,k,f,-0.6468739283807485,e,f,n,k,b,0.08732311783199588,w,w,w,0,b,-0.6849644184819287,0
7406,-0.5233257895072327,b,w,p,y,region_meadow,e,p,1.1095991756880415,1.05426403323004,-0.4426931172981832,p,-0.5043372046289107,-0.7453251815169779,o,0.0,0.580267136637122,?,1,l,0.25300255385546483,-0.8664618061926969,-0.9566341741467813,k,f,1.6668740039855476,t,f,v,s,n,-0.2716800262347626,c,w,e,0,k,0.8546068960015675,0
3136,-1.0158892419469132,p,k,p,f,region_other,p,w,0.23565358190725144,0.03258244346051288,0.18998768539211577,g,0.6428445045057071,0.046015409351858605,o,0.0,-1.0374763736524526,b,1,d,-1.8711403876211452,0.07977261813097289,-0.3133080748341658,s,f,-0.8316362174527037,t,t,v,s,b,0.4027413205252121,c,w,e,1,f,1.1427469082606831,0
2050,-0.8524608741750804,k,n,p,f,region_forest,e,w,0.35570211259222456,0.9062290226280063,-0.15272232173119793,w,-2.80174554643903,0.6256908346157113,o,1.0,-1.1758748615203143,e,1,g,-0.40532245281521423,0.9323468661098975,1.082321406311217,s,f,0.42477525436792096,t,f,a,f,b,0.21546224402331884,w,w,w,1,x,-1.1084364648718115,0
2187,-0.9886957872735302,n,k,p,f,region_other,p,w,0.2258547752788777,-0.7935225848107923,0.3762953634189465,p,-2.561767673115006,1.6202491053768215,o,0.0,-0.8822487962977603,b,1,d,-0.4022076339773935,-0.6996531541166616,-1.7075809596865419,s,f,-0.8539323663379055,t,t,y,s,b,0.534542804926203,c,w,e,1,x,-0.7302361621819414,0
3036,-0.8949057822112794,p,n,p,y,region_other,p,p,0.14964197444017036,-0.24321501685238675,0.2915739644102039,p,2.0290926207054176,0.5773057767133953,o,0.0,-0.9795549574927919,b,1,d,-1.2437505913635314,-0.5504371524292198,0.5338896175161538,s,f,0.6148917853215705,t,t,v,s,b,-0.10255021836669004,c,w,e,1,f,-1.6349874115407828,0
3912,-0.0698969428454784,p,h,p,f,region_plains,l,b,0.33221009656071615,-0.6228034109304483,-0.4475251759957586,n,-1.3837698046453137,2.4373791142301453,o,0.0,-0.2966146656455946,b,1,p,-1.9603755233483622,-0.3200811683314095,2.069744271123206,k,f,0.42034199037429326,e,f,y,k,b,0.5277350996377672,c,w,y,1,f,-0.7577694178475648,0
5336,0.13169129390259265,h,h,p,s,region_urban,p,w,0.3598216049880512,-0.39110873092954035,-0.4968855226451747,w,0.5159212109313563,-1.707986033311503,o,0.0,0.16089255367732652,b,1,u,0.23279169659573243,-1.7566375916357588,0.25411325977092747,s,f,0.024807415579754917,t,t,v,s,b,0.6202624986271726,c,w,w,1,x,-0.6796844101210254,0
2435,-0.9323120580853891,u,n,p,f,region_other,p,g,-0.6226541398132314,0.3680869647399281,0.7633299550385948,p,1.832605010378432,0.6518488325448905,o,0.0,-0.9902409589681499,b,1,d,-1.5120129895166696,1.3071996931452385,2.1723029880243447,s,f,-0.5753188358515405,t,t,y,s,b,-0.8126588519743125,c,w,g,1,x,-1.6861608856878347,0
7877,-0.5379146676316731,b,w,p,s,region_meadow,e,w,0.6837544608186548,-0.05853140394006875,1.0942412095683116,p,-0.8812741232476241,0.7348411569489928,o,0.0,0.02024187603448918,?,1,l,0.044242074399511784,-0.372511776394463,0.48308647753074424,k,f,-1.8579409097480486,t,f,v,k,n,0.21155567701799807,c,w,n,0,x,0.5137654865310898,0
980,-0.995615373389325,u,n,p,f,region_other,p,p,0.19135009618137283,-0.7054261250828471,0.7750308170381994,p,-0.0836919139075094,0.09835137735600331,o,0.0,-0.9653774656124899,b,1,d,0.9646841176525353,0.08548315908687404,-1.4967140935886278,s,f,0.06146544955886503,t,t,y,s,b,0.4804520197799127,c,w,n,1,f,-0.6752167163510698,0
7687,-0.3300893005508606,b,w,p,y,region_plains,e,p,0.262590818980866,-0.9555532815255429,1.4340859945705424,w,1.6779481697703225,-0.46623348805636594,o,0.0,-0.16655575830269698,?,1,p,2.1256118643957347,0.2565000963385875,-1.2918095006054282,k,f,-0.8206524861806376,t,f,v,s,n,1.2976314508869762,c,w,n,0,k,-2.516387192763096,0
6826,0.1824535743624409,b,w,p,s,region_meadow,e,p,-1.2285141030654627,-0.47355953196657347,-0.16236864772366322,w,-1.5514886566722945,0.536173788118931,o,0.0,-0.24779882464238528,?,1,l,0.3662949902262457,-1.0068287884523803,-0.546778305346253,s,f,0.2698875136222697,t,f,v,s,n,-0.07833216887376811,c,w,e,0,x,-1.6218606648588525,0
5085,-0.9250061620583625,w,w,p,f,region_other,e,n,-0.5488160551279277,-1.7476909999327603,0.30833157774494346,w,1.0783611856440898,-0.7585865397530456,o,0.0,-1.0570380093803524,?,1,d,-2.2083651678953538,-0.1403551440855787,1.193842311181796,y,f,0.3621314631281048,e,f,v,k,n,1.6137935731152362,c,w,y,0,k,-0.4044617272992199,0
4135,0.29876304218017113,g,h,p,y,region_forest,l,p,0.6163576227530005,0.7074894387700923,-0.5615063602030367,p,0.08962867100859359,-0.3919575470111469,o,1.0,0.09891049425254742,b,1,g,0.07755198944144914,0.21497277098835926,-0.5272950665531324,k,f,-0.3766166216940215,e,f,y,k,b,-0.06829605254346013,c,w,g,1,f,-1.1605045860811183,1
1541,-1.0482180495215583,n,k,p,f,region_forest,e,w,-0.10894452167956516,0.3445905717775057,0.5671296520226179,w,-1.1371600334310683,-1.20102748413495,o,1.0,-0.8735145048247138,e,1,g,-2.156073935380736,0.6450640204708677,0.12353530157179644,s,f,2.950768000641027,t,f,a,s,b,-1.1876873263603505,w,w,w,1,x,0.5196391819467335,0
4169,0.34332847561787017,p,h,p,y,region_forest,l,b,1.943928299491169,0.0952766265226808,-0.23049865776235273,p,-0.7583266840014001,-0.775522475798711,o,1.0,-0.12664208378936195,b,1,g,1.5708737468850111,-0.9518431870373518,0.689502338010789,k,f,-0.6868594147983645,e,f,y,k,b,-1.4821638624169777,c,w,g,1,f,1.0848701715208642,1
5655,0.3188093803830625,p,h,p,s,region_forest,p,w,-1.1355089812101262,0.06120578843751282,-0.29183246669776086,w,-0.9189993685563718,-0.29015799910891965,o,1.0,0.18698408472917027,b,1,g,1.4268837194125548,0.2714883808094502,1.3591297545874286,f,f,-0.6688860358682109,t,t,v,s,b,-0.655209822500346,c,w,b,1,f,-0.7676391182597851,1
6150,-1.016053194377432,b,w,p,s,region_other,e,p,-0.4281267813393765,1.134029249395845,0.7806168759065037,p,0.138855456512355,0.7453135590231126,o,0.0,-0.14689977990063785,?,1,d,0.7430869661648034,-0.4542022440268026,0.16798014600195613,s,f,-0.4240215604889341,t,f,v,s,n,-0.3578321284380773,c,w,n,0,x,0.9573815707063207,0
6783,-0.39854872654188833,b,w,p,s,region_plains,e,w,-0.24843861226247974,0.31920852811635647,-0.2649925251112085,p,-1.5211281286459477,1.5535500942188998,o,0.0,0.6038090319429391,?,1,p,1.456523254465916,-0.25452743139149125,0.3666858268728045,s,f,0.337428468568941,t,f,v,s,n,0.2812907813053334,c,w,n,0,f,1.2366177140002625,0
574,0.4832882430190224,w,n,p,y,region_forest,p,w,1.4466786769726943,0.5004165754748245,-1.1948861185431747,w,0.6979960291194502,0.10826603152890267,o,1.0,0.6266618852881846,r,1,g,0.20958207816760036,-0.008744351362044824,-0.5965915607685968,y,f,-1.226693934026743,e,t,y,s,b,-0.15592901544151144,c,w,n,1,x,0.1665637879886019,1
4736,0.23529560555851584,h,h,p,y,region_plains,l,b,2.2226798529414222,-1.1198712266510666,-0.49567788062473206,p,0.822339022578442,-0.4407330561794593,o,0.0,-0.08259761585468936,b,1,p,-0.6321074529138935,-0.09408461857946047,0.4113885041940616,k,f,0.3531831455465519,e,f,y,k,b,-0.7284537337486449,c,w,g,1,x,-0.35332277758845404,0
3690,-0.6276938523673208,n,n,p,y,region_other,p,w,0.5136783114481657,0.5471476059246168,0.7366292285214597,w,1.0924616043686621,0.8709194260768639,o,0.0,-0.6563859114961182,b,1,d,1.565722107569466,-0.21363074990075645,-0.7607069473952477,s,f,-1.6950759052342834,t,t,v,s,b,-0.2795240167915858,c,w,g,1,f,0.2527230439425748,0
483,-0.4400927128381503,g,k,p,f,region_urban,p,w,-0.5694067157267235,-0.7170474324555534,0.07732320149858757,w,0.17491334521136553,1.5054842969643942,o,0.0,-1.037018121348838,e,1,u,0.27430145559467634,2.1962378451210927,0.4634332904868871,s,f,-0.25377561782950464,e,f,y,s,n,0.1621032699428015,c,w,g,1,f,0.8451363438779997,0
3012,-0.6491099227256388,u,n,p,y,region_other,p,g,1.189258002716843,0.21852493200095977,0.235729149676911,p,-0.0032797295334197037,1.7269747285763986,o,0.0,-0.7752662087589225,b,1,d,2.2590256866741276,0.2009090349274292,0.5832384756062086,s,f,-0.6291224941281613,t,t,y,s,b,0.40325146444605264,c,w,e,1,f,-0.08667204281863797,0
5614,-0.48828487647120694,b,w,p,y,region_meadow,e,p,1.567689400849462,0.5727953573417176,1.0054044529344803,w,1.1828534265552817,-2.6096025713628834,o,0.0,0.019309185243973737,?,1,l,0.7398624714709977,1.1588787993910816,-0.2431458470543827,s,f,0.21908085746929157,t,f,v,k,n,1.9142763678303174,c,w,n,0,x,1.9584513290893593,0
1688,-0.7633319988729227,p,n,p,y,region_other,p,w,-0.03272369152858647,-1.136299745889075,0.10070910707628916,g,0.7976812758736597,-0.6460754607430766,o,0.0,-0.9591165986303738,b,1,d,-0.08778622559842843,1.132281495828501,-1.3102025224898133,s,f,-0.7258290077689339,t,t,y,s,b,-0.7738912475867935,c,w,n,1,x,0.23484648663319696,0
4918,-0.05753046977347373,h,h,p,s,region_urban,p,w,-0.6534624866849851,-0.20793972224341123,-0.45048975456308615,w,0.39316630649072737,-0.8743521871574272,o,0.0,-0.16651773156262073,b,1,u,-0.7027475717323197,-0.672113596561584,0.04195359443006663,f,f,-0.061516371697654906,t,t,v,f,b,-0.23116097031358163,c,w,g,1,x,-0.4159622212982152,0
183,0.5719542997568655,g,n,p,s,region_forest,p,w,0.3385517570466819,-1.2853356458665832,-0.7903941092286092,w,-0.559500143078072,-0.5452093569826791,o,1.0,0.6999477289458643,c,1,m,-0.25806627505130936,0.1842560831850015,-0.1524732796653221,s,f,1.6072252084138827,e,t,s,s,b,0.3931369398820419,c,w,y,1,x,0.21711271536185886,1
3452,1.3201435628697362,n,n,p,f,region_other,p,w,-1.5790422437849145,0.13292643842930324,-2.041282574303945,w,0.2816371130630321,0.8011581096110462,o,0.0,-1.437019310501915,b,1,d,0.32108782044338985,-1.66677558267773,2.615815669807482,s,f,0.40767959793304104,e,f,v,s,n,1.1453781147231823,w,w,g,1,x,-1.5216679278903447,1
7031,-0.5014063893797545,b,w,p,s,region_meadow,e,w,-1.266029357896032,0.09422209686438203,-0.160429803906171,w,-1.6993504300497413,-0.0067636006784342765,o,0.0,0.36968863498010485,?,1,l,-0.6916200101296766,1.7106355564393765,-0.17914276622236178,k,f,0.9272469195658609,t,f,v,s,n,0.46679608268741585,c,w,n,0,x,-0.531061385603832,0
5793,-0.6403828078365468,g,r,p,y,region_forest,p,w,-0.5662630727272828,-0.4099893744383993,0.10063253447948217,w,-0.6648926822518463,1.0148460980111467,t,0.0,-0.8713940764167495,b,1,g,-0.08891250670118372,0.6476552727140743,0.08808439532201984,s,f,-0.7600015092813283,e,t,v,s,b,-0.4150120738238651,c,w,w,0,b,1.7894254820903963,0
2896,-0.6120636683374514,p,k,p,y,region_other,p,p,-0.13686094372403534,-0.7293101610061363,0.2517080836704614,p,0.7073119733126652,1.201453780645582,o,0.0,-0.6748914849325058,b,1,d,0.05860783928509837,0.8389439919521346,-0.6784788911481098,s,f,-0.3371138712721788,t,t,v,s,b,-2.964566384816968,c,w,n,1,x,0.9640561303560571,0
2077,-1.0821703934933813,w,n,p,y,region_other,p,w,-0.4008249692881181,-0.4953957690659155,0.17203468469713665,w,-0.02921390123321483,-2.3555129989689565,o,0.0,-1.0715026163250596,b,1,d,-0.3597477050407579,-1.6983469834385845,-0.4420813741415645,s,f,-1.7918981806365861,t,t,y,s,b,0.14752600512732794,c,w,n,1,f,-0.2101409993909198,0
