id,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat,is_smelly,is_poisonous
2484,x,f,e,t,n,f,c,b,p,t,b,s,s,w,g,p,w,o,p,k,v,d,0,0
4830,f,f,y,f,f,f,c,b,p,e,b,k,k,p,b,p,w,o,l,h,v,g,1,1
4104,x,y,n,f,f,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,l,1,1
7366,k,s,n,f,n,a,c,b,o,e,?,s,s,o,o,p,o,o,p,o,c,l,0,0
7454,f,y,n,f,f,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,l,1,1
2140,x,f,e,t,n,f,c,b,w,t,b,s,s,p,w,p,w,o,p,k,v,d,0,0
935,f,s,w,f,n,f,w,b,p,t,e,s,f,w,w,p,w,o,e,k,s,g,0,0
5041,x,y,n,f,s,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,l,1,1
7821,k,y,e,f,f,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,p,1,1
1599,x,y,n,t,l,f,c,b,w,e,r,s,y,w,w,p,w,o,p,n,s,g,1,0
5488,f,y,y,f,f,f,c,b,g,e,b,k,k,p,b,p,w,o,l,h,v,p,1,1
3743,f,y,e,t,n,f,c,b,w,t,b,s,s,g,w,p,w,o,p,n,v,d,0,0
4879,f,f,g,f,f,f,c,b,p,e,b,k,k,p,n,p,w,o,l,h,v,p,1,1
7840,f,s,n,f,n,a,c,b,n,e,?,s,s,o,o,p,o,o,p,b,v,l,0,0
3369,f,y,e,t,n,f,c,b,w,t,b,s,s,p,g,p,w,o,p,k,y,d,0,0
6995,f,y,e,f,s,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,d,1,1
2135,x,y,g,t,n,f,c,b,u,t,b,s,s,p,w,p,w,o,p,n,y,d,0,0
4976,f,f,y,f,f,f,c,b,p,e,b,k,k,b,b,p,w,o,l,h,v,g,1,1
5135,k,y,b,t,n,f,c,b,w,e,?,s,s,e,e,p,w,t,e,w,c,w,0,0
6542,f,y,n,f,f,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,l,1,1
7503,k,y,e,f,y,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,p,1,1
3972,f,y,n,t,n,f,c,b,u,t,b,s,s,p,p,p,w,o,p,n,v,d,0,0
5858,x,y,e,t,n,f,c,b,e,e,?,s,s,w,w,p,w,t,e,w,c,w,0,0
6976,f,y,e,f,f,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,d,1,1
1093,f,f,y,t,l,f,w,n,n,t,b,s,s,w,w,p,w,o,p,u,v,d,1,0
441,x,y,w,t,l,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,s,m,1,0
3578,f,y,n,t,n,f,c,b,n,t,b,s,s,g,p,p,w,o,p,n,v,d,0,0
5784,f,y,y,f,f,f,c,b,g,e,b,k,k,p,p,p,w,o,l,h,y,p,1,1
4142,f,y,e,t,n,f,c,b,w,t,b,s,s,p,g,p,w,o,p,k,v,d,0,0
3130,f,y,g,t,n,f,c,b,p,t,b,s,s,g,g,p,w,o,p,k,v,d,0,0
3683,x,s,w,f,c,f,c,n,u,e,b,s,s,w,w,p,w,o,p,k,s,d,1,1
4620,f,f,y,f,f,f,c,b,p,e,b,k,k,b,n,p,w,o,l,h,y,g,1,1
3915,f,y,n,t,n,f,c,b,n,t,b,s,s,w,g,p,w,o,p,n,v,d,0,0
5482,f,s,w,t,f,f,c,b,p,t,b,s,f,w,w,p,w,o,p,h,s,u,1,1
7351,k,s,e,f,y,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,l,1,1
1198,x,s,w,t,l,f,c,b,k,e,c,s,s,w,w,p,w,o,p,n,n,g,1,0
6702,f,y,n,f,s,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,d,1,1
2864,x,y,g,t,n,f,c,b,n,t,b,s,s,g,g,p,w,o,p,k,v,d,0,0
3395,x,f,p,f,c,f,c,n,g,e,b,s,s,w,w,p,w,o,p,k,v,d,1,1
6465,k,y,n,f,y,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,l,1,1
4569,x,f,y,f,f,f,c,b,g,e,b,k,k,p,p,p,w,o,l,h,y,p,1,1
8057,x,s,n,f,n,a,c,b,o,e,?,s,s,o,o,p,n,o,p,o,v,l,0,0
6811,f,s,e,f,f,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,p,1,1
6067,x,s,n,f,s,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,p,1,1
7317,k,s,n,f,f,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,l,1,1
133,x,y,y,t,l,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,s,m,1,0
5744,f,y,b,t,n,f,c,b,g,e,b,s,s,w,w,p,w,t,p,r,v,m,0,1
1847,x,y,g,t,n,f,c,b,w,t,b,s,s,g,p,p,w,o,p,n,v,d,0,0
5615,x,y,e,f,y,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,p,1,1
1965,f,s,n,f,n,f,w,b,p,t,e,s,s,w,w,p,w,o,e,k,s,g,0,0
1668,x,y,g,t,n,f,c,b,n,t,b,s,s,p,g,p,w,o,p,n,v,d,0,0
6824,k,y,n,f,y,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,p,1,1
1221,x,s,g,f,n,f,w,b,k,t,e,f,f,w,w,p,w,o,e,n,s,g,0,0
7046,k,f,g,f,n,f,w,b,p,e,?,s,k,w,w,p,w,t,p,w,n,g,0,0
3215,f,f,g,t,n,f,c,b,u,t,b,s,s,w,p,p,w,o,p,n,v,d,0,0
4561,f,y,g,f,f,f,c,b,p,e,b,k,k,n,p,p,w,o,l,h,v,d,1,1
303,b,y,w,t,a,f,c,b,n,e,c,s,s,w,w,p,w,o,p,k,s,g,1,0
1765,x,s,w,t,p,f,c,n,n,e,e,s,s,w,w,p,w,o,p,n,s,u,1,1
3841,f,f,e,t,n,f,c,b,u,t,b,s,s,p,w,p,w,o,p,n,y,d,0,0
2120,x,f,e,t,n,f,c,b,p,t,b,s,s,w,w,p,w,o,p,n,y,d,0,0
402,x,y,n,t,p,f,c,n,p,e,e,s,s,w,w,p,w,o,p,n,v,u,1,1
5245,x,y,n,f,y,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,p,1,1
2727,x,y,g,t,n,f,c,b,u,t,b,s,s,p,g,p,w,o,p,n,y,d,0,0
6372,f,y,n,f,f,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,l,1,1
7563,k,y,e,f,y,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,p,1,1
6433,f,y,e,f,f,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,p,1,1
296,x,s,y,t,a,f,c,b,k,e,c,s,s,w,w,p,w,o,p,k,s,m,1,0
1346,f,y,n,t,p,f,c,n,k,e,e,s,s,w,w,p,w,o,p,n,v,g,1,1
5873,f,s,g,t,f,f,c,b,w,t,b,f,s,w,w,p,w,o,p,h,v,u,1,1
6402,x,y,e,f,f,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,l,1,1
1662,x,y,y,t,a,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,n,g,1,0
3359,x,f,g,f,c,f,w,n,u,e,b,s,s,w,w,p,w,o,p,n,v,d,1,1
2559,x,y,n,t,n,f,c,b,u,t,b,s,s,p,g,p,w,o,p,k,y,d,0,0
7934,k,y,e,f,f,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,d,1,1
4587,x,f,y,f,f,f,c,b,p,e,b,k,k,p,n,p,w,o,l,h,v,g,1,1
6791,x,s,e,f,s,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,l,1,1
4358,f,f,g,f,f,f,c,b,g,e,b,k,k,p,p,p,w,o,l,h,v,d,1,1
854,s,f,n,f,n,f,c,n,n,e,e,s,s,w,w,p,w,o,p,k,v,u,0,0
1176,b,y,y,t,l,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,s,m,1,0
4559,f,f,y,f,f,f,c,b,p,e,b,k,k,n,b,p,w,o,l,h,v,g,1,1
2684,x,f,e,t,n,f,c,b,p,t,b,s,s,w,w,p,w,o,p,k,y,d,0,0
2593,f,f,n,t,n,f,c,b,w,t,b,s,s,p,p,p,w,o,p,n,v,d,0,0
4178,x,f,y,f,f,f,c,b,h,e,b,k,k,b,b,p,w,o,l,h,y,p,1,1
807,x,y,y,t,a,f,c,b,p,e,r,s,y,w,w,p,w,o,p,k,y,g,1,0
4083,x,y,y,f,f,f,c,b,g,e,b,k,k,b,b,p,w,o,l,h,y,d,1,1
4167,f,f,g,f,f,f,c,b,p,e,b,k,k,n,p,p,w,o,l,h,y,g,1,1
4713,f,f,g,f,f,f,c,b,g,e,b,k,k,p,n,p,w,o,l,h,y,p,1,1
8022,f,y,e,f,y,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,p,1,1
6802,x,y,e,f,y,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,p,1,1
5979,f,y,y,f,f,f,c,b,p,e,b,k,k,p,n,p,w,o,l,h,v,d,1,1
6725,x,s,n,f,y,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,p,1,1
7555,f,s,n,f,n,a,c,b,y,e,?,s,s,o,o,p,o,o,p,b,c,l,0,0
1236,f,s,g,f,n,f,w,b,p,t,e,f,s,w,w,p,w,o,e,k,a,g,0,0
4542,x,f,y,f,f,f,c,b,g,e,b,k,k,p,n,p,w,o,l,h,y,g,1,1
2748,x,y,g,t,n,f,c,b,n,t,b,s,s,w,g,p,w,o,p,n,y,d,0,0
6080,f,y,e,f,y,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,l,1,1
2676,x,f,g,t,n,f,c,b,n,t,b,s,s,w,p,p,w,o,p,k,v,d,0,0
6385,f,y,e,f,f,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,l,1,1
4118,f,f,y,f,f,f,c,b,p,e,b,k,k,p,n,p,w,o,l,h,v,g,1,1
6448,f,y,n,f,y,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,p,1,1
7077,f,y,e,f,y,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,l,1,1
7982,k,s,n,f,y,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,d,1,1
6931,f,s,n,f,s,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,l,1,1
7483,f,y,y,f,n,f,w,n,y,e,c,y,y,y,y,p,y,o,e,w,c,l,0,1
142,s,f,n,f,n,f,c,n,k,e,e,s,s,w,w,p,w,o,p,n,v,u,0,0
2988,x,f,g,t,n,f,c,b,w,t,b,s,s,w,w,p,w,o,p,n,y,d,0,0
7213,k,s,e,f,f,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,l,1,1
7711,k,s,n,f,s,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,l,1,1
5328,x,y,e,f,y,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,l,1,1
3104,x,s,g,f,c,f,w,n,g,e,b,s,s,w,w,p,w,o,p,k,s,d,1,1
2340,x,y,g,t,n,f,c,b,u,t,b,s,s,p,w,p,w,o,p,n,v,d,0,0
4792,f,f,y,f,f,f,c,b,h,e,b,k,k,p,n,p,w,o,l,h,y,d,1,1
2164,f,f,n,t,n,f,c,b,u,t,b,s,s,w,p,p,w,o,p,n,y,d,0,0
5303,x,f,y,f,f,f,c,b,g,e,b,k,k,p,b,p,w,o,l,h,v,p,1,1
2584,f,f,n,t,n,f,c,b,w,t,b,s,s,w,g,p,w,o,p,n,v,d,0,0
7126,k,s,e,f,y,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,p,1,1
4037,f,f,g,f,f,f,c,b,p,e,b,k,k,p,n,p,w,o,l,h,v,g,1,1
3677,f,y,g,t,n,f,c,b,n,t,b,s,s,w,g,p,w,o,p,k,v,d,0,0
5869,x,y,e,f,y,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,l,1,1
6456,f,y,n,f,s,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,l,1,1
7894,x,s,g,f,n,f,w,b,p,e,?,s,k,w,w,p,w,t,p,w,s,g,0,0
4945,k,s,p,t,n,f,c,b,w,e,?,s,s,e,e,p,w,t,e,w,c,w,0,0
3127,f,y,g,t,n,f,c,b,p,t,b,s,s,w,p,p,w,o,p,n,v,d,0,0
785,x,s,n,t,p,f,c,n,w,e,e,s,s,w,w,p,w,o,p,k,v,g,1,1
4579,f,f,y,f,f,f,c,b,h,e,b,k,k,p,b,p,w,o,l,h,v,d,1,1
339,x,y,n,t,l,f,c,b,n,e,r,s,y,w,w,p,w,o,p,k,y,g,1,0
2822,x,y,e,t,n,f,c,b,n,t,b,s,s,p,g,p,w,o,p,n,y,d,0,0
6172,f,s,e,f,f,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,l,1,1
1412,f,s,n,f,n,f,w,b,n,t,e,f,f,w,w,p,w,o,e,n,a,g,0,0
2151,f,f,n,t,n,f,c,b,p,t,b,s,s,g,g,p,w,o,p,k,y,d,0,0
7043,k,y,n,f,s,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,l,1,1
3771,f,y,n,t,n,f,c,b,p,t,b,s,s,w,p,p,w,o,p,n,y,d,0,0
5861,x,s,e,t,n,f,c,b,e,e,?,s,s,e,e,p,w,t,e,w,c,w,0,0
4741,f,y,g,f,f,f,c,b,p,e,b,k,k,n,b,p,w,o,l,h,y,p,1,1
7932,k,s,e,f,s,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,p,1,1
6894,f,y,e,f,s,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,p,1,1
3211,x,f,y,f,f,f,c,b,g,e,b,k,k,n,b,p,w,o,l,h,v,d,1,1
4095,x,f,e,t,n,f,c,b,w,t,b,s,s,p,p,p,w,o,p,k,v,d,0,0
3295,x,s,w,f,c,f,w,n,n,e,b,s,s,w,w,p,w,o,p,n,s,d,1,1
5899,f,y,y,f,f,f,c,b,p,e,b,k,k,b,p,p,w,o,l,h,y,g,1,1
3490,x,f,g,f,f,f,c,b,p,e,b,k,k,p,n,p,w,o,l,h,y,p,1,1
5840,f,s,w,t,n,f,c,b,w,e,b,s,s,w,w,p,w,t,p,r,v,g,0,1
5633,b,y,b,t,n,f,c,b,r,e,b,s,s,w,w,p,w,t,p,r,v,g,0,1
4794,f,y,g,f,f,f,c,b,h,e,b,k,k,p,p,p,w,o,l,h,v,g,1,1
4576,f,f,g,f,f,f,c,b,p,e,b,k,k,n,b,p,w,o,l,h,y,d,1,1
6999,k,s,n,f,n,a,c,b,y,e,?,s,s,o,o,p,o,o,p,o,v,l,0,0
7309,x,f,w,f,n,f,w,b,g,e,?,k,s,w,w,p,w,t,p,w,s,g,0,0
3300,x,f,g,f,f,f,c,b,h,e,b,k,k,p,p,p,w,o,l,h,y,g,1,1
2563,x,y,n,t,n,f,c,b,n,t,b,s,s,g,g,p,w,o,p,n,y,d,0,0
2551,f,f,n,t,n,f,c,b,p,t,b,s,s,w,g,p,w,o,p,k,y,d,0,0
2113,x,f,e,t,n,f,c,b,n,t,b,s,s,p,g,p,w,o,p,n,v,d,0,0
1165,b,s,w,t,a,f,c,b,w,e,c,s,s,w,w,p,w,o,p,n,n,m,1,0
6046,x,s,n,f,f,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,d,1,1
4585,x,f,y,f,f,f,c,b,h,e,b,k,k,p,p,p,w,o,l,h,v,p,1,1
2370,x,f,n,t,n,f,c,b,w,t,b,s,s,p,w,p,w,o,p,k,y,d,0,0
682,x,f,y,t,a,f,w,n,w,t,b,s,s,w,w,p,w,o,p,u,v,d,1,0
5590,x,y,n,f,f,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,p,1,1
3291,f,f,g,t,n,f,c,b,w,t,b,s,s,w,g,p,w,o,p,n,y,d,0,0
7415,x,s,g,t,n,f,c,b,w,e,b,s,s,w,w,p,w,t,p,w,v,p,0,0
5308,k,y,n,t,n,f,c,b,w,e,?,s,s,w,e,p,w,t,e,w,c,w,0,0
591,x,s,g,f,n,f,w,b,h,t,e,s,f,w,w,p,w,o,e,k,s,g,0,0
4456,f,f,g,f,f,f,c,b,g,e,b,k,k,n,b,p,w,o,l,h,y,p,1,1
6282,x,y,e,f,f,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,d,1,1
663,x,s,n,t,p,f,c,n,k,e,e,s,s,w,w,p,w,o,p,n,s,g,1,1
2969,f,f,n,t,n,f,c,b,u,t,b,s,s,g,p,p,w,o,p,n,y,d,0,0
5774,b,s,p,t,n,f,c,b,g,e,b,s,s,w,w,p,w,t,p,r,v,g,0,1
3448,x,f,n,t,n,f,c,b,u,t,b,s,s,w,g,p,w,o,p,n,v,d,0,0
2627,x,f,g,f,c,f,c,n,g,e,b,s,s,w,w,p,w,o,p,n,v,d,1,1
7193,x,y,e,f,s,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,p,1,1
1657,f,f,g,f,n,f,w,b,p,t,e,s,s,w,w,p,w,o,e,n,s,g,0,0
4394,f,y,g,f,f,f,c,b,h,e,b,k,k,p,p,p,w,o,l,h,v,d,1,1
3759,f,f,e,t,n,f,c,b,u,t,b,s,s,g,w,p,w,o,p,k,y,d,0,0
5401,f,y,c,f,n,f,w,n,w,e,b,s,s,w,n,p,w,o,e,w,v,l,0,0
1998,x,s,n,f,n,f,w,b,k,t,e,f,f,w,w,p,w,o,e,k,a,g,0,0
207,b,s,w,t,a,f,c,b,k,e,c,s,s,w,w,p,w,o,p,k,s,m,1,0
6301,k,y,n,f,y,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,p,1,1
2415,x,y,n,t,n,f,c,b,p,t,b,s,s,p,p,p,w,o,p,k,y,d,0,0
313,x,f,w,t,a,f,w,n,p,t,b,s,s,w,w,p,w,o,p,n,v,d,1,0
2227,x,f,w,f,n,f,w,b,k,t,e,f,f,w,w,p,w,o,e,n,s,g,0,0
2093,x,s,w,f,n,f,w,b,h,t,e,f,f,w,w,p,w,o,e,n,s,g,0,0
4724,x,f,y,f,f,f,c,b,p,e,b,k,k,b,p,p,w,o,l,h,y,d,1,1
3615,f,y,g,t,n,f,c,b,n,t,b,s,s,w,w,p,w,o,p,k,y,d,0,0
7368,x,y,c,f,m,a,c,b,w,e,c,k,y,c,c,p,w,n,n,w,c,d,1,1
4072,f,f,y,f,f,f,c,b,p,e,b,k,k,b,n,p,w,o,l,h,y,p,1,1
1226,x,y,e,t,n,f,c,b,w,t,b,s,s,g,p,p,w,o,p,n,v,d,0,0
4049,x,f,y,f,f,f,c,b,p,e,b,k,k,p,b,p,w,o,l,h,v,d,1,1
4171,f,f,g,f,f,f,c,b,h,e,b,k,k,n,n,p,w,o,l,h,v,d,1,1
4248,f,y,g,f,f,f,c,b,h,e,b,k,k,p,b,p,w,o,l,h,v,d,1,1
6713,x,s,e,f,f,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,d,1,1
2402,x,f,g,t,n,f,c,b,p,t,b,s,s,g,p,p,w,o,p,k,v,d,0,0
3424,f,f,e,t,n,f,c,b,u,t,b,s,s,p,w,p,w,o,p,k,v,d,0,0
913,f,f,g,f,n,f,w,b,n,t,e,s,s,w,w,p,w,o,e,k,a,g,0,0
6410,f,s,n,f,s,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,p,1,1
3565,x,f,y,f,f,f,c,b,p,e,b,k,k,b,n,p,w,o,l,h,v,g,1,1
2558,x,y,g,t,n,f,c,b,n,t,b,s,s,p,w,p,w,o,p,n,v,d,0,0
3171,f,y,n,t,n,f,c,b,p,t,b,s,s,g,p,p,w,o,p,k,v,d,0,0
1034,x,s,w,f,n,f,w,b,p,t,e,s,s,w,w,p,w,o,e,n,s,g,0,0
311,x,y,w,t,p,f,c,n,n,e,e,s,s,w,w,p,w,o,p,n,v,g,1,1
4355,f,y,g,f,f,f,c,b,h,e,b,k,k,n,n,p,w,o,l,h,y,g,1,1
3983,x,y,y,f,f,f,c,b,p,e,b,k,k,n,n,p,w,o,l,h,v,p,1,1
5184,x,s,w,t,f,f,c,b,p,t,b,s,s,w,w,p,w,o,p,h,s,g,1,1
3196,x,f,n,t,n,f,c,b,u,t,b,s,s,w,w,p,w,o,p,k,y,d,0,0
2872,x,y,n,t,n,f,c,b,u,t,b,s,s,p,w,p,w,o,p,n,y,d,0,0
3738,x,f,w,f,c,f,w,n,p,e,b,s,s,w,w,p,w,o,p,k,s,d,1,1
2813,x,y,g,t,n,f,c,b,p,t,b,s,s,g,w,p,w,o,p,n,y,d,0,0
7335,k,s,g,f,n,f,w,b,p,e,?,s,s,w,w,p,w,t,p,w,n,g,0,0
2842,x,y,n,t,n,f,c,b,p,t,b,s,s,g,g,p,w,o,p,n,y,d,0,0
5549,x,y,n,f,y,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,p,1,1
6123,x,s,n,f,y,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,l,1,1
1256,f,s,n,t,p,f,c,n,k,e,e,s,s,w,w,p,w,o,p,n,s,g,1,1
4019,x,y,g,t,n,f,c,b,u,t,b,s,s,g,w,p,w,o,p,n,v,d,0,0
3115,f,y,n,t,n,f,c,b,p,t,b,s,s,g,p,p,w,o,p,k,y,d,0,0
30,b,s,y,t,l,f,c,b,g,e,c,s,s,w,w,p,w,o,p,n,n,m,1,0
88,f,y,n,t,l,f,c,b,w,e,r,s,y,w,w,p,w,o,p,k,y,g,1,0
2955,f,f,n,t,n,f,c,b,n,t,b,s,s,w,p,p,w,o,p,n,v,d,0,0
7049,k,s,e,f,s,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,l,1,1
4688,x,y,g,f,f,f,c,b,p,e,b,k,k,n,p,p,w,o,l,h,y,g,1,1
4598,x,f,y,f,f,f,c,b,p,e,b,k,k,b,b,p,w,o,l,h,v,g,1,1
5477,f,y,w,t,n,f,c,b,r,e,b,s,s,w,w,p,w,t,p,r,v,m,0,1
774,f,f,g,f,n,f,w,b,h,t,e,f,s,w,w,p,w,o,e,k,a,g,0,0
3019,f,y,e,t,n,f,c,b,n,t,b,s,s,g,w,p,w,o,p,k,v,d,0,0
3264,x,f,g,f,f,f,c,b,h,e,b,k,k,p,n,p,w,o,l,h,y,p,1,1
4274,f,y,g,f,f,f,c,b,p,e,b,k,k,p,n,p,w,o,l,h,v,d,1,1
5108,x,s,g,t,f,f,c,b,p,t,b,f,s,w,w,p,w,o,p,h,v,u,1,1
1489,f,y,n,t,p,f,c,n,p,e,e,s,s,w,w,p,w,o,p,n,s,g,1,1
4856,x,y,g,f,f,f,c,b,g,e,b,k,k,b,b,p,w,o,l,h,y,p,1,1
3309,f,y,n,t,n,f,c,b,u,t,b,s,s,p,p,p,w,o,p,n,y,d,0,0
1917,f,s,n,f,n,f,w,b,h,t,e,f,f,w,w,p,w,o,e,k,a,g,0,0
6507,f,s,n,f,s,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,p,1,1
2475,x,y,e,t,n,f,c,b,n,t,b,s,s,w,p,p,w,o,p,n,v,d,0,0
6073,f,s,n,f,s,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,l,1,1
2773,x,y,n,t,n,f,c,b,u,t,b,s,s,g,g,p,w,o,p,k,v,d,0,0
1625,f,y,w,t,p,f,c,n,k,e,e,s,s,w,w,p,w,o,p,n,v,u,1,1
1044,x,s,g,f,n,f,w,b,h,t,e,f,f,w,w,p,w,o,e,n,a,g,0,0
4813,f,y,g,f,f,f,c,b,p,e,b,k,k,p,n,p,w,o,l,h,v,g,1,1
3579,f,f,g,t,n,f,c,b,w,t,b,s,s,g,g,p,w,o,p,n,v,d,0,0
680,x,s,w,t,l,f,w,n,n,t,b,s,s,w,w,p,w,o,p,n,v,d,1,0
6430,x,y,e,f,f,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,d,1,1
5971,x,y,n,f,y,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,p,1,1
472,f,f,w,t,a,f,w,n,n,t,b,s,s,w,w,p,w,o,p,u,v,d,1,0
990,x,s,y,t,l,f,c,b,n,e,c,s,s,w,w,p,w,o,p,k,n,m,1,0
6164,x,s,n,f,y,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,d,1,1
1148,x,f,g,f,n,f,w,b,h,t,e,f,f,w,w,p,w,o,e,k,a,g,0,0
3628,f,y,n,t,n,f,c,b,n,t,b,s,s,w,w,p,w,o,p,n,v,d,0,0
4782,x,f,y,f,f,f,c,b,p,e,b,k,k,n,b,p,w,o,l,h,y,g,1,1
8055,b,f,g,f,n,f,w,b,w,e,?,k,s,w,w,p,w,t,p,w,n,g,0,0
3263,x,y,g,t,n,f,c,b,u,t,b,s,s,w,p,p,w,o,p,n,y,d,0,0
7390,b,s,w,f,n,f,w,b,w,e,?,k,k,w,w,p,w,t,p,w,s,g,0,0
3817,f,f,g,t,n,f,c,b,w,t,b,s,s,w,w,p,w,o,p,k,v,d,0,0
2782,x,f,g,t,n,f,c,b,u,t,b,s,s,g,w,p,w,o,p,k,y,d,0,0
237,b,y,y,t,l,f,c,b,n,e,c,s,s,w,w,p,w,o,p,n,s,g,1,0
5114,x,s,b,t,f,f,c,b,w,t,b,f,s,w,w,p,w,o,p,h,v,g,1,1
4808,x,f,y,f,f,f,c,b,h,e,b,k,k,n,n,p,w,o,l,h,v,g,1,1
8029,x,f,g,f,n,f,w,b,g,e,?,s,s,w,w,p,w,t,p,w,n,g,0,0
2729,x,y,n,t,n,f,c,b,u,t,b,s,s,w,w,p,w,o,p,n,y,d,0,0
5786,x,y,g,f,f,f,c,b,h,e,b,k,k,b,b,p,w,o,l,h,v,g,1,1
3744,f,y,e,t,n,f,c,b,u,t,b,s,s,w,w,p,w,o,p,n,y,d,0,0
7116,x,y,g,t,n,f,c,b,w,e,b,s,s,w,w,p,w,t,p,w,v,p,0,0
5044,f,s,b,t,f,f,c,b,w,t,b,f,s,w,w,p,w,o,p,h,v,g,1,1
4290,f,y,g,f,f,f,c,b,h,e,b,k,k,n,b,p,w,o,l,h,v,g,1,1
3108,f,y,n,t,n,f,c,b,w,t,b,s,s,p,g,p,w,o,p,k,y,d,0,0
7424,k,y,e,f,f,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,p,1,1
654,x,y,w,t,p,f,c,n,w,e,e,s,s,w,w,p,w,o,p,k,v,u,1,1
2003,x,f,n,t,n,f,c,b,w,t,b,s,s,g,g,p,w,o,p,k,y,d,0,0
6548,f,y,e,f,s,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,l,1,1
2472,x,f,n,t,n,f,c,b,w,t,b,s,s,g,g,p,w,o,p,k,v,d,0,0
3480,f,y,g,t,n,f,c,b,u,t,b,s,s,p,p,p,w,o,p,k,v,d,0,0
6272,x,s,e,f,s,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,p,1,1
6039,f,s,n,f,y,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,d,1,1
3453,x,f,g,f,f,f,c,b,g,e,b,k,k,p,b,p,w,o,l,h,v,p,1,1
6288,x,y,e,f,f,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,l,1,1
