id,gill-attachment,pore_density_index,is_smelly,cap_firmness_index,airflow_intensity,stalk-shape,veil-color,stalk-color-below-ring,population,fiber_thickness_score,cap-shape,bruises,cap-surface,stalk-surface-below-ring,stalk-surface-above-ring,spore-print-color,stalk-color-above-ring,cap-color,gill-color,dark_spore_print,habitat,soil_mineral_level,cap_radiation_index,has_ring,gill-spacing,stalk-root,odor,forest_canopy_density,ring-number,gill-size,spore_dispersal_score,local_humidity_index,ring-type,surface_moisture_level,veil-type,is_dangerous
6127,f,1.181232988795302,1,1.4608135607632065,0.1953238929075762,t,w,p,v,-0.6644676822124849,x,f,y,k,k,w,p,e,b,0,l,1.5189604717480572,-0.1245382222131671,1,c,?,f,0.8139579794810701,o,n,-0.5409939231385467,0.9258836065976931,e,-1.4140070565414014,p,1
327,f,0.9533179207379235,1,-0.5095242052727647,-0.35562620123263206,e,w,w,v,0.37932094961350066,x,t,y,s,s,n,w,n,n,1,u,-0.6168389887561244,-1.0094071195939995,1,c,e,p,-0.574487448016063,o,n,0.4701459130063728,-0.3899851420043163,p,0.7334677873513347,p,1
4888,f,-0.39942241213329815,0,-1.329515663151485,0.8750480098001447,e,w,e,c,1.0109796273644054,f,t,y,s,s,w,e,p,e,0,w,-0.18692324900478594,0.17500418716903796,1,c,?,n,1.3098863609889952,t,b,2.9021756464889448,-0.6343352690502906,e,2.4156419264140396,p,0
6443,f,-0.0335241934647463,1,0.5838343081286667,-0.031314078698513624,t,w,w,v,0.7370894823430476,x,f,y,s,s,w,p,e,b,0,d,1.0034116895610738,-0.5124340348187949,1,c,?,s,-0.7078310198607916,o,n,0.004344024080786961,0.2867889131821855,e,0.2601361591231718,p,0
3767,f,-0.2621704370825809,0,-0.45495724782394165,-0.40500311797361443,t,w,p,y,-0.41058690883196314,f,t,f,s,s,n,p,e,n,1,d,0.11912547439533051,-1.6652663313082248,1,c,b,n,1.0218813326123344,o,b,-0.07764926377156814,-1.0324614125991085,p,0.7422492039950045,p,0
3461,f,0.4481546868619883,0,0.6391223576533764,0.788223777029965,t,w,g,y,-1.5743858076256896,x,t,y,s,s,k,p,e,p,1,d,-0.4036735445387408,0.5189782008889875,1,c,b,n,-0.028673828527223333,o,b,-0.05014216831927768,1.9039581205318044,p,-0.18562120093847612,p,0
2024,f,-1.2454429292746068,0,0.18218970088354047,1.464574711455146,t,w,w,y,-0.27061673499292604,x,t,f,s,s,n,w,g,u,1,d,-0.1177938968212293,-2.023173240356043,1,c,b,n,-1.0011470041898556,o,b,0.6926817404982324,0.6941349906666219,p,-1.3367670581786077,p,0
3125,f,-0.3712092125640576,0,-0.8082684434326929,-1.4151250765417631,t,w,p,y,-0.24025083398316924,f,t,y,s,s,n,p,g,n,1,d,-0.5569528509295522,-0.8502315599507133,1,c,b,n,-1.4264219065550754,o,b,0.6370910083234934,0.0858694521053241,p,-1.302267368971505,p,0
3247,f,0.09891042483573448,0,-0.9341568622419931,-0.7483212512101169,t,w,g,v,-0.1804318620688466,x,t,y,s,s,n,w,n,u,1,d,0.6875552398663924,1.6939713202247593,1,c,b,n,0.8385824328868746,o,b,-0.7777788625888029,0.9143830150392527,p,-1.4277501429825845,p,0
7828,a,0.14785997116858934,0,-0.384005284344807,-0.19401683611709686,e,n,o,v,-0.49164237640851,b,f,s,s,s,y,o,n,y,0,l,-0.5129018623060284,-0.8706210862093874,1,c,?,n,0.3316570518916471,o,b,-0.303859283501304,0.5456788476005354,p,-0.16413527791459528,p,0
6647,f,-0.7593575116996926,1,-0.52291233502861,0.22608005441992843,t,w,w,v,1.5381603648978048,f,f,y,k,s,w,p,n,b,0,p,1.4185400275120914,-0.7729881184081618,1,c,?,s,-0.016073617492570486,o,n,-0.7844318565496137,-0.19704414318971059,e,0.10120256492190757,p,0
5025,f,0.8729712496846948,1,1.720505214605611,-0.8718076942422329,e,w,p,y,0.4633787341256838,f,f,y,k,k,h,n,g,g,1,d,0.10956992055001706,0.2554901988595287,1,c,b,f,-1.264192836024931,o,b,-0.18622581210154251,1.9225329668144124,l,-0.5047894355822636,p,0
1510,f,-0.377885233806479,0,0.5294156432277516,-0.9534206489133408,t,w,w,a,-1.6104038649061634,x,f,f,s,f,n,w,w,n,1,g,-0.7412097290864259,1.6668314213233582,1,w,e,n,0.07852914435797637,o,b,-0.9655029868629179,0.05105319722392642,e,-1.1010063385093518,p,0
2782,f,-1.238772230363362,0,1.095413792614956,-0.1869900267398439,t,w,w,y,-2.152666518543783,x,t,f,s,s,k,g,g,u,1,d,-0.7657212445075287,-0.3283462511992043,1,c,b,n,0.3650788343318309,o,b,0.16110159287095735,0.4874464118745613,p,-0.9927501245562359,p,0
6273,f,0.6380565425397492,1,0.13649199400572554,-0.12887897602225987,t,w,p,v,-1.42758346082459,x,f,s,k,s,w,p,n,b,0,l,-1.2063776657885892,-0.2053887795142613,1,c,?,f,1.468252054474592,o,n,-2.210115471480171,-1.6972808424949384,e,1.1312191725302414,p,1
4502,f,0.11505527180975968,1,0.5524245817469131,1.8900067113036898,e,w,b,y,-1.6647306071638892,f,f,y,k,k,h,p,g,g,1,d,0.12096092643883476,-0.33172454148896674,1,c,b,f,1.2169541893424116,o,b,1.599665779230568,-0.1684358783415177,l,-0.6358327269963114,p,1
7476,f,-0.7148584473743324,1,0.7911406384942357,-0.466388455643732,t,w,w,v,0.8143209444252649,x,f,s,s,k,w,p,e,b,0,p,-1.5377413686667074,0.9018314787114675,1,c,?,y,-0.7121172421027999,o,n,0.5442757226905085,-1.4416143789390645,e,0.955850235339543,p,0
4338,f,-0.6124661995934806,1,0.2958912811892453,3.0751333866752164,e,w,b,v,0.5978158792398196,x,f,y,k,k,h,n,g,g,1,d,0.048212406815787305,-0.19525958555768697,1,c,b,f,-1.1241569863707832,o,b,1.212059124022777,-0.3525037187627485,l,-0.419848194895952,p,1
4212,f,0.256007137756969,1,0.24730288909645481,0.4367183572797294,e,w,n,v,-1.1254756057844835,f,f,f,k,k,h,n,y,p,1,g,-1.472157448784101,1.6349093969968727,1,c,b,f,-1.2387594512849813,o,b,1.6343303527834105,0.8690169963660982,l,-0.45254444222339946,p,1
667,f,-0.22773102870650314,1,1.519885075110083,-0.9703240260113821,e,w,w,y,1.2210468021512841,x,t,y,y,s,n,w,y,p,1,g,0.3282755507692751,0.4851618212703418,1,c,r,l,-0.8602710154159765,o,b,-0.9530998588617902,0.9765579760089804,p,1.4225884603978132,p,1
309,f,0.5379817245076602,0,-0.17297154626495317,1.3147138718694062,t,w,w,s,0.1913194369304747,x,f,f,s,s,n,w,w,n,1,g,0.9127244849467597,0.0990715142302331,1,w,e,n,3.0474035674713873,o,b,0.3860491091567622,-2.1676731198281733,e,0.8390771364644041,p,1
7258,f,-0.4227451102816822,0,0.3377968746369915,-0.01869446565665592,e,w,w,s,-0.2904217803307468,k,f,f,s,s,w,w,g,g,0,g,1.0770277469562184,-0.6945204959037227,1,w,?,n,0.02996247666116485,t,b,-1.963631392692727,0.3683330890497551,p,0.5512052115734114,p,0
929,f,-0.10883211707319049,1,0.4675497919754231,-2.8910572434792523,e,w,w,n,2.6610152443350024,b,t,s,s,s,n,w,w,n,1,m,1.01100414286239,2.378539272966976,1,c,c,a,1.1343616225380784,o,b,-0.16937900444673068,-2.9543093443139172,p,0.5340489395039607,p,1
3142,f,-0.43800264470503963,0,-1.7048651341375245,-0.5491686096736401,t,w,p,y,0.26853208207996515,f,t,y,s,s,k,p,g,w,1,d,-0.26530130304230576,-1.8196050593457709,1,c,b,n,0.32874180860718655,o,b,-0.4971845699486072,1.5362514411239305,p,-2.1595440976439484,p,0
3890,f,-0.5492748955343216,1,-1.1367864910537042,0.30029975351542587,e,w,b,y,0.9182082516043633,f,f,y,k,k,h,b,g,g,1,g,-0.2688669289079238,1.4477253359029802,1,c,b,f,0.9830737161411757,o,b,0.28005579394855795,0.32169218397500715,l,0.9361720668113871,p,1
1263,f,-0.38531099728614243,0,-0.6937625255478881,-0.8476466971699236,t,w,w,a,-0.7400699350164758,x,f,s,f,f,k,w,w,k,1,g,-2.7703714184365933,-0.6354652550771367,1,w,e,n,-0.5308779963337478,o,b,-0.7635965204920623,-0.1954549096707789,e,1.1700243020669414,p,0
1877,f,0.2833194390115534,0,0.8991234839991122,-0.5417493643783002,t,w,g,y,-0.40024852714514314,x,t,f,s,s,k,w,e,p,1,d,0.30430422873931384,-0.15614185984379866,1,c,b,n,0.7138414130928658,o,b,-1.3011394050365372,1.0319537568457218,p,1.6008622962517562,p,1
7390,f,-1.2532902827317778,0,-1.3895630058952957,-0.08257957627767117,e,w,w,s,-0.4876135478765502,b,f,s,k,k,w,w,w,w,0,g,0.005708263833087448,2.0590688514378273,1,w,?,n,-1.616882892904739,t,b,-0.17076727692275184,-0.04692548409680026,p,-0.15075437287525592,p,0
6179,f,0.06294159484500879,1,-1.7927773389484423,-0.12404273680379335,t,w,w,v,1.0154439738740972,f,f,s,s,s,w,p,e,b,0,l,-0.4061957714279677,-1.6862701591829075,1,c,?,y,0.2465462618231996,o,n,-0.13280731843444168,1.7318219318063535,e,-0.02980946266093038,p,0
5286,f,-0.3779336647440183,1,0.9650920121259146,1.071792188112106,t,w,w,v,0.38971494781487126,f,t,s,s,s,h,w,g,h,1,g,-1.0283179356399388,1.2942754365060836,1,c,b,f,-0.1351489540452024,o,b,0.7479441377092116,-0.4340684906764507,p,1.4519363006285246,p,1
6324,f,-1.4341488797920463,1,1.411405806479421,0.18589724751840855,t,w,w,v,0.588908254107944,f,f,y,s,k,w,p,e,b,0,p,-0.20311498374745413,-1.1980634878792178,1,c,?,s,-0.3411773999469185,o,n,1.2093936520014281,-1.7304590762252356,e,0.49116308520945146,p,1
4897,f,-1.15208725721457,1,0.5679744588243308,-1.207329320259564,e,w,n,y,-0.045718114678612205,f,f,y,k,k,h,n,y,h,1,p,0.7458881333865092,-0.38169568267348486,1,c,b,f,-1.4429538687024743,o,b,0.7267723545837137,-1.7104483254680327,l,-0.6164977862575388,p,1
3500,f,0.6333851431050228,1,1.0664335878643247,3.057078032816817,e,w,w,s,-0.8079910330705616,x,f,f,s,s,k,w,w,u,1,d,-0.32476863027233815,-0.4492834157300774,1,w,b,c,1.9196571251619223,o,n,0.25119085463769536,-0.05932390880801227,p,0.7114888270604257,p,1
3315,f,0.3456174516639992,0,0.7940584645271217,1.2099079995498396,t,w,g,v,0.5254206114726324,f,t,y,s,s,n,w,g,w,1,d,-0.6968089714907754,-0.26602348405241943,1,c,b,n,-0.4210493696661841,o,b,0.860299185164939,-0.10156433182068585,p,-0.07444949739319742,p,1
1917,f,1.58364749810942,0,1.5396590729699147,0.6301921192708803,t,w,w,a,1.0692431325678957,f,f,s,f,f,k,w,n,h,1,g,0.15272707538629648,-0.10789471821544402,1,w,e,n,0.3295421753734827,o,b,-2.4054604450879773,-0.6751801742707663,e,0.7955362981672176,p,1
3269,f,0.37128177495757586,1,-0.8753063804397219,-0.5122662547948191,e,w,n,v,0.18921757937710068,f,f,f,k,k,h,n,g,g,1,d,0.9475721135628542,0.590207472157548,1,c,b,f,1.6693339839485224,o,b,3.1356838618251115,-0.2961984488222455,l,0.9155856165836077,p,1
7987,f,-1.107483398894168,1,0.3173424652443748,-1.2753071009911658,t,w,p,v,-0.22655226336834275,x,f,s,k,k,w,p,n,b,0,l,1.3191510255487353,0.055046604956634264,1,c,?,f,-0.22175231587382047,o,n,-1.9458610217267667,0.9927905923040538,e,2.2719774851568464,p,0
6206,f,0.5095883497780965,1,1.3931300958495347,-0.5745413959420724,t,w,p,v,-0.018450014617877743,f,f,y,s,k,w,w,n,b,0,l,-0.4610594875786095,1.5867544774505307,1,c,?,y,2.4375884141626827,o,n,2.2755884562386126,-0.6819591537900528,e,-0.11818030510973446,p,1
6017,f,1.446075257271749,1,0.3873227209918976,-0.7942898063483428,t,w,w,v,-0.3542691660752306,f,f,y,s,k,w,p,n,b,0,p,0.2519545278920137,-0.12533148515129655,1,c,?,f,0.7619166616566688,o,n,0.4370631019049177,-0.47848776337686233,e,-0.4066018713159627,p,0
978,f,0.20758990279243608,1,-0.760091855816802,0.16899575829868974,e,w,w,s,-0.551709296861704,x,t,y,s,s,n,w,y,k,1,g,-0.11180241915963098,-0.29140614067884996,1,c,c,l,1.8944709958258983,o,b,-0.5076054867402068,-0.816259246006389,p,0.18998708002714262,p,1
1033,f,-0.04972834927295644,0,1.6792494877461053,-1.669163880825075,t,w,w,s,-0.08235875324045575,f,f,f,f,s,n,w,n,p,1,g,1.7162874384536497,-0.8782184994627673,1,w,e,n,-0.5184102650373604,o,b,-0.7950601390437055,-0.4480484272971961,e,-0.9433002368286546,p,0
599,f,-0.6742514634587875,1,-0.3238870247205901,-0.14847155620979033,e,w,w,s,-0.4751545729944498,x,t,s,s,s,k,w,n,n,1,u,-0.12285815449953091,0.597757775307605,1,c,e,p,-0.23353699017699342,o,n,-0.18266554588732534,-1.900445863058488,p,-0.9215836236702943,p,1
7102,f,-0.43904196382949184,1,-0.8643932196560877,-0.2895672400007191,t,w,w,v,0.47011218062826243,k,f,y,k,k,w,p,e,b,0,l,-0.005347691782501156,-1.800884909311792,1,c,?,s,0.6974174632765643,o,n,1.4130390282326089,-0.23635989716607295,e,-1.066240856065749,p,1
4892,f,-0.24892414165322804,1,0.03976095927629845,0.2638181269209584,e,w,p,v,0.486671988987686,x,f,f,k,k,h,n,y,p,1,g,-1.573589511028292,0.8041580742943757,1,c,b,f,-0.2109646556071064,o,b,0.19523005948103322,0.22349743324008417,l,0.35612346073120876,p,1
3719,f,-0.30527713933086137,0,1.4515873718459888,-0.07438483616289956,t,w,w,v,0.4320585519745339,f,t,y,s,s,n,g,g,u,1,d,-0.48949643507239077,0.6417570972683531,1,c,b,n,-0.8909957017239535,o,b,0.19307895724933893,1.1755823380845147,p,0.18582620325048063,p,0
1880,f,-0.19546246751902355,0,0.8291532953791201,0.8347258383246228,t,w,w,a,-0.30751005832427214,x,f,s,f,s,k,w,w,h,1,g,0.2094536170333622,-0.3058159697289839,1,w,e,n,-0.8418215456009791,o,b,-0.20874775486568423,-0.5969492396435944,e,1.7683473915902792,p,0
7751,f,-0.42104189901335515,1,-0.6214854147181051,0.39772797392136233,t,w,p,v,1.4585585616241907,k,f,y,s,s,w,w,e,b,0,d,0.7319943144634298,1.089125848871815,1,c,?,s,-1.0998610378717126,o,n,1.786831384265535,-1.5408789264302,e,0.7387923852598552,p,1
6185,f,-0.9086740636842554,1,0.010209286562754749,-0.0006920069077595209,t,w,p,v,0.6783487601327756,f,f,s,k,k,w,w,e,b,0,p,-1.5374588505459392,0.5531096152424422,1,c,?,y,0.6746902524788725,o,n,1.333880298912589,-0.4575453745443617,e,0.293360944027211,p,0
6785,f,-0.7843423221790996,1,0.9525835846349205,1.7518332201106417,t,w,w,v,0.13129588857716865,x,f,s,k,s,w,w,n,b,0,l,-0.010323112225840102,-1.0497526284737282,1,c,?,s,-1.0455462469855943,o,n,0.7056615666509912,-0.1472270953969859,e,-0.8990040764132963,p,0
386,f,-0.8685093615169817,1,-1.1728488552840803,-0.7825446391819517,e,w,w,y,-1.1737574969424953,x,t,y,y,s,k,w,n,w,1,p,0.22259909328510732,0.012218847391267227,1,c,r,l,-1.8870488895895812,o,b,-0.8910817044723868,1.7034572469595919,p,-0.052527368723172436,p,1
4640,f,-0.6110850062701285,1,-0.5206669646091963,-0.1499890706371945,e,w,p,v,0.035168481860796116,x,f,y,k,k,h,n,g,h,1,g,0.14527846125321903,-0.22643079594352705,1,c,b,f,-0.14344080199804993,o,b,-1.0222043562890342,-1.7254269623184626,l,-1.768692805220901,p,1
7600,f,0.5847651780393678,0,-0.5227691980778195,-0.7693850153510834,e,y,y,c,-0.056883429106975913,b,f,y,y,y,w,y,y,w,0,l,1.2087427356020604,0.6991890785390439,1,w,c,n,-0.29747884169490363,o,n,-0.30829125491550463,0.7395919365761221,e,-0.07704166322141158,p,0
3662,f,1.0954473645869702,0,-1.7263832352207857,0.6007691691916107,t,w,w,y,-0.44238927928209215,x,t,y,s,s,k,w,n,p,1,d,0.024245966569762033,0.20114881194551099,1,c,b,n,-0.07793883489884079,o,b,1.9328399877246871,1.0094673584351268,p,0.5158827721264073,p,0
4942,f,-1.0114605137279529,1,1.8706392568459225,0.3071267494358231,e,w,b,y,-0.8301068710525711,f,f,y,k,k,h,b,g,h,1,p,1.9061021356855798,-0.4745433653050719,1,c,b,f,1.5287913683201757,o,b,1.4105754357731262,-2.4901790741159577,l,-3.188146327938179,p,1
4809,f,-0.10917801403815632,1,-1.196127732156756,0.5543341803140464,e,w,b,y,0.24622589223478455,f,f,f,k,k,h,b,g,g,1,d,1.501883831871424,0.3728211746118701,1,c,b,f,-1.854474891709806,o,b,0.28153581791131504,1.226961934386509,l,-0.07887896045994186,p,1
2463,f,-1.8145392911364588,0,-1.0202239067705932,0.053817649403301616,t,w,p,v,-0.3891574044662397,x,t,y,s,s,k,w,g,u,1,d,-0.8247895094225505,0.017441266413807735,1,c,b,n,-0.9480023083625643,o,b,-0.16335820109253654,-0.7891336349162209,p,1.413567135542141,p,0
4287,f,-0.2651748382130801,1,-0.7039057844255335,-1.2748968566701546,e,w,p,y,-0.7076649815087286,f,f,y,k,k,h,b,g,g,1,p,-0.9267343102774099,-0.9037273183591256,1,c,b,f,1.0012951990871228,o,b,2.0177918446951977,0.015200352545447098,l,-0.9240831699718196,p,1
934,f,-0.7915610916450994,0,-0.11943106789817422,0.1999839583543497,e,w,w,y,-1.1438662573569283,x,f,f,s,s,k,w,n,n,1,u,-0.42338498351806936,0.2755429499624243,1,c,e,n,0.2922178234555246,o,n,-0.5294985003127493,-1.0016428179662054,p,-0.8222230412277458,p,0
180,f,0.4661175351193264,1,-1.3969801157751758,-1.2264958691245826,e,w,w,v,-0.23314721662939625,x,t,y,s,s,n,w,w,p,1,u,-0.042773686197135966,-1.7846290449875786,1,c,e,p,-0.863639056873495,o,n,1.0056012466963546,-0.10280664411734136,p,0.046594167106034326,p,1
7744,f,0.2758795564856625,0,-0.47620669857435094,0.2831009823308245,e,w,w,n,1.9793674165883217,k,f,f,s,s,w,w,w,w,0,g,2.1299433290611,1.1612031319917184,1,w,?,n,0.5100529067795675,t,b,-1.2451244632547487,-0.39914596433258726,p,-0.4178292318442006,p,0
7252,f,-1.251735213376949,1,-0.39114180865788506,-0.8528098191048415,t,w,w,v,-1.1937164868787256,k,f,s,s,s,w,w,e,b,0,d,-0.5708607610342106,0.9576964720824344,1,c,?,y,0.813070155285782,o,n,-0.5684948830066822,0.3786643241742046,e,1.3358168816042244,p,0
6241,f,-0.24788988998016132,1,-1.4125004006152988,1.243784993711101,t,w,p,v,0.6016009906454414,x,f,y,s,s,w,p,e,b,0,d,-0.03893271999695636,0.9254162016403673,1,c,?,f,-0.11866862122694365,o,n,2.2720340596647417,2.0001814765396215,e,0.21144208103522996,p,0
6418,f,-0.31008186552267647,1,0.5125451041001348,0.009052750230515504,t,w,w,v,0.7510421004504363,x,f,s,k,k,w,p,e,b,0,p,-0.3991647303816722,-1.8645737821827864,1,c,?,s,-2.8209885242252755,o,n,0.39569093385426923,-0.4315151512573436,e,0.7408964952471109,p,1
7186,f,0.9140320534214255,1,1.4254641732494264,0.11868221672171668,t,w,w,v,-0.6616190848320735,k,f,y,k,k,w,p,e,b,0,p,0.08288958102050623,-0.6650482744395954,1,c,?,y,-0.5294030400220716,o,n,0.23226920130257403,-0.7493856996169659,e,-0.162785921455058,p,0
6810,f,0.2812907813053334,1,-0.749554136189637,1.5535500942188998,t,w,w,v,1.2366177140002625,f,f,s,s,k,w,p,e,b,0,l,1.456523254465916,0.337428468568941,1,c,?,f,-0.24843861226247974,o,n,-0.25452743139149125,-1.5211281286459477,e,1.6107310946036024,p,1
5079,f,0.13285120863450234,0,-0.34550122266235284,1.0110917904395749,t,w,w,y,-1.207751559630002,f,t,f,s,s,n,g,e,n,1,d,-1.5433288413907764,-1.0768656014886315,1,c,b,n,0.6544048472654471,o,b,-0.21463784162690422,-1.2049256700420214,p,0.010867845440044674,p,0
4595,f,1.7063170105824161,1,-0.48547818635361034,0.7416665716607722,e,w,b,v,-1.3794382720051797,f,f,f,k,k,h,n,y,g,1,g,-1.812356243905951,-1.9428207757622704,1,c,b,f,-1.3659039771414643,o,b,-0.9213121573323374,-0.5081096952438866,l,0.8058807621299916,p,1
4982,f,-1.2558038977351875,1,0.18565353544526975,-0.2479311258649965,e,w,p,v,0.2252166150695458,x,f,y,k,k,h,n,y,g,1,p,1.4858729854735322,1.4648628222120583,1,c,b,f,-0.8081311010592159,o,b,0.10042267569539888,-0.46940608407740564,l,0.6436262691608821,p,1
996,f,2.127625966600811,1,0.3977544760753508,-0.530260506887185,e,w,w,s,-0.03095765807169273,x,t,y,s,s,n,w,y,n,1,m,-0.22028644942669406,-2.336673115674991,1,c,c,l,-0.8934366273945598,o,b,0.5415151076955645,-0.28503693537754937,p,0.5479110814957855,p,1
3482,f,2.1207479040656207,0,-0.5042100953003512,0.09680883747714865,t,w,p,y,2.7969175621793174,f,t,f,s,s,k,w,e,n,1,d,-0.6866372816952921,-1.1290466937598678,1,c,b,n,-0.8952107775637178,o,b,0.18748030200234542,0.18891728406514638,p,-0.479012111846559,p,1
4249,f,-0.647597706911164,1,-0.6293745322772478,-0.004814614022661205,e,w,n,v,-0.2446342998992029,x,f,y,k,k,h,n,g,p,1,d,0.48160237220277696,-0.6321805996559182,1,c,b,f,-0.6206640040790924,o,b,0.7554606287676463,-1.0686386337017408,l,0.3446744203613738,p,1
5894,f,-0.7685529400049983,0,-0.4720869364135305,-1.2479919839230176,e,w,e,c,0.6790719877940862,x,t,s,s,s,w,e,e,w,0,w,1.398513753478098,-0.42533490425693243,1,c,?,n,0.2386553566022578,t,b,1.498112774705878,-1.2673360787595442,e,0.3802231355175076,p,0
6716,f,0.37420123094401364,1,-0.0006059497748582492,-1.0691012932484512,t,w,p,v,-1.4859530114762045,f,f,s,k,s,w,w,e,b,0,p,2.0261519280797424,-0.17660953945609334,1,c,?,s,-1.478005004676747,o,n,-0.014909258363237284,-0.5194801045962196,e,0.002688761079135327,p,0
1098,f,0.2541724155957768,0,0.20841786186378186,-0.44047524338042415,t,w,w,s,0.8664289846936486,x,f,f,s,f,k,w,g,h,1,g,-1.0931488955369217,0.8432973065660265,1,w,e,n,0.7316839720112999,o,b,0.7396007890720552,-0.7231634754901566,e,-0.8478400707777279,p,1
4572,f,-0.4234242191202661,1,-0.7569122243044928,-1.004349768502082,e,w,b,v,0.9549030123356813,f,f,f,k,k,h,n,g,g,1,d,1.921096573173474,-0.11420002783574251,1,c,b,f,-1.0371840449874543,o,b,-1.4966036215652236,0.27942518744660433,l,0.05012253576855028,p,1
6847,f,-0.23482282654038775,1,-1.6483326407033696,-1.0566954860951563,t,w,w,v,-1.2094600013396528,f,f,y,k,s,w,w,e,b,0,l,0.44491470704838443,-0.8692879193760282,1,c,?,s,-0.6202550342170657,o,n,0.3164126875478239,-0.4916006231335709,e,0.08246264746255208,p,0
6328,f,1.5289240066603091,1,0.1347839778261051,0.5581089495400553,t,w,w,v,-0.637248639115465,x,f,s,s,s,w,p,n,b,0,l,0.04405377977329857,0.481687937357995,1,c,?,f,-2.400342111648774,o,n,-0.9869110742212592,0.10949849082307639,e,1.3264632501254123,p,1
2703,f,-0.8861529832914645,0,-0.8497008091001859,-0.15454886175849666,t,w,g,y,0.5550212208093948,f,t,f,s,s,n,w,n,w,1,d,1.0010980591693706,0.452282494066554,1,c,b,n,-1.4919017047321326,o,b,1.6006364510275195,-0.6621944682494882,p,-1.8458941280723569,p,1
4752,f,-0.5426508080101833,1,-0.8525918433924603,0.1016214457678882,e,w,p,y,1.2710089185473643,x,f,y,k,k,h,b,y,p,1,g,-0.8252365803452116,0.3495683219374365,1,c,b,f,0.2878036173252834,o,b,1.0808174752115984,-0.562113550596145,l,-0.19663827755196503,p,1
2573,f,-0.6762443245410552,0,0.1164369305835328,1.6010513496560688,t,w,p,v,-0.7302779135251883,x,t,y,s,s,k,g,n,p,1,d,0.3826797165966518,1.087176470470931,1,c,b,n,0.11706057885322525,o,b,1.4644473241607072,0.9378651896031035,p,-0.5519253764552517,p,0
1312,f,0.24640731449164488,1,-0.8938154934519152,0.4326832672865235,e,w,w,s,0.48758353987003694,f,t,s,s,s,n,w,w,k,1,g,1.6002482818339736,-1.0462656146745248,1,c,e,p,0.3295814302203089,o,n,1.8159215484232125,-1.600057629910165,p,0.1767843873458247,p,1
5432,f,-1.1119176267886324,1,0.029455367464284527,0.5655371886391402,t,w,w,v,0.13324065597104803,x,f,y,k,s,w,w,n,b,0,d,-0.3212679636816645,-0.08436872103779601,1,c,?,f,-2.256623840724186,o,n,-0.9961376600563165,-0.25245347690133496,e,1.4930050869581586,p,0
6868,f,-1.3898654789571612,1,0.5945885087379836,0.9194336598882458,t,w,p,v,-0.3127783374173304,f,f,y,s,k,w,p,n,b,0,p,-1.165380363459687,0.3292026811225016,1,c,?,f,-1.097729882533104,o,n,-0.22726134275336357,-1.1659437416608476,e,-1.2165166508000995,p,0
3854,f,1.1419605432591813,1,-1.7865279583848457,-0.13483138739701817,e,w,n,y,1.134529631249673,x,f,f,k,k,h,b,g,p,1,g,-0.5712794996003375,0.6107759427583999,1,c,b,f,-0.5972264100001428,o,b,0.5253113739028398,1.6516036847883133,l,0.4906354877829783,p,1
122,f,0.886859654010306,1,0.22434045544277556,-0.6763328576382718,e,w,w,v,2.012312949673439,f,t,y,s,s,k,w,n,p,1,g,0.4415567260986065,0.09341083455115423,1,c,e,p,-1.3061544758744812,o,n,-0.4295251047535405,-0.8889123624824253,p,-0.5899087391299694,p,1
7094,f,0.9926619986187069,1,-0.5416361454877889,1.5934395519184001,t,w,p,v,-0.505123658396434,k,f,y,k,k,w,w,n,b,0,p,0.9200678784763257,-0.5993798948176342,1,c,?,f,0.03477858577595492,o,n,-0.3498311877317857,-2.1233617191474377,e,-0.6357067255381511,p,1
4011,f,1.9215570746170842,1,-0.7905147065262872,0.6949986503470841,e,w,n,y,1.0539290200227642,f,f,f,k,k,h,n,g,g,1,p,-0.012995052438249406,0.9315107813202416,1,c,b,f,1.78346412039898,o,b,0.2506607486998809,-0.7341759171532195,l,0.6161901292127211,p,1
927,f,0.790543879481739,1,-0.3252539135856056,1.617930343240879,e,w,w,s,1.408022533177587,x,t,y,s,s,k,w,n,w,1,u,0.612266361578475,-1.3582208763466546,1,c,e,p,-0.6083210537732245,o,n,0.8162843449159789,0.4365835835265622,p,-1.4377408037578108,p,1
2294,f,-0.42017450476212354,0,-2.337901501147973,0.3349547068996155,t,w,g,y,-0.213844545396523,x,t,f,s,s,n,p,g,p,1,d,-0.8439065739990039,1.4643988317563934,1,c,b,n,-0.5879233905131602,o,b,1.5231739491392644,-1.147935405189233,p,1.350396627301327,p,1
3241,f,0.8049378377158511,0,-0.233888192103964,-1.2205313895550711,t,w,p,v,-0.14539318180219435,f,t,y,s,s,k,p,g,n,1,d,0.09992437598006058,0.6503489685505499,1,c,b,n,-1.450801426673707,o,b,1.220460579212149,-0.05129699603115211,p,0.3141291221325301,p,0
3989,f,0.11079752604802592,0,-0.4831465749611137,-0.49556984153272327,t,w,g,y,1.0341380070154667,f,t,f,s,s,n,p,g,u,1,d,-0.10455118444260046,-0.17291504070873834,1,c,b,n,-0.7202724628908669,o,b,-0.7836614657082328,-0.44821695512545773,p,1.5670230080065792,p,0
339,f,0.06818692475934822,1,-0.2521827244746376,-0.49063635679885026,e,w,w,y,1.4179863692441252,x,t,y,y,s,k,w,n,n,1,g,-0.11386719208629655,-1.5759280121909445,1,c,r,l,1.080033266787163,o,b,0.3402880499503779,0.6644082046383398,p,-0.5538025966610233,p,1
