id,alien_contact_prob
211,0.0
5279,0.95
1920,0.95
719,0.0
4869,0.95
7835,0.0
1299,0.0
9194,0.0
4618,0.95
3129,0.95
9796,0.95
3980,0.95
9925,0.95
8318,0.0
4394,0.95
1288,0.95
4356,0.95
7014,0.95
3886,0.0
5750,0.0
9170,0.95
2408,0.95
2014,0.95
5154,0.95
8552,0.95
4377,0.95
8823,0.0
4274,0.0
5826,0.95
6700,0.95
7244,0.0
450,0.0
2228,0.95
5757,0.95
811,0.95
4181,0.0
9001,0.0
5439,0.0
7534,0.0
6370,0.0
8417,0.95
1478,0.0
1791,0.0
2009,0.0
683,0.95
2817,0.0
9432,0.0
3775,0.95
6496,0.95
8879,0.0
7362,0.95
8367,0.95
7475,0.95
47,0.95
31,0.0
8251,0.95
6936,0.0
1469,0.0
1666,0.95
1417,0.95
6481,0.0
4853,0.95
2471,0.0
4374,0.0
8525,0.95
430,0.0
5245,0.95
2120,0.95
386,0.95
1946,0.95
4225,0.95
474,0.0
2130,0.95
6557,0.95
6999,0.95
1056,0.95
3275,0.95
4962,0.95
5364,0.95
5817,0.95
812,0.95
4574,0.95
6138,0.95
2389,0.95
9649,0.95
6226,0.95
112,0.95
8910,0.95
1746,0.95
7852,0.0
1453,0.0
320,0.0
8594,0.95
3334,0.95
1923,0.95
5866,0.95
9529,0.95
3686,0.0
4276,0.95
4890,0.0
5226,0.95
7473,0.95
3606,0.95
1053,0.95
4157,0.95
9677,0.95
100,0.95
7509,0.0
1457,0.0
7689,0.95
4005,0.95
6867,0.95
4510,0.95
3300,0.95
3800,0.95
4282,0.0
9052,0.0
6463,0.95
7913,0.0
1415,0.0
541,0.95
5816,0.0
8200,0.95
3681,0.95
755,0.95
4197,0.95
2651,0.0
4523,0.0
9520,0.95
3119,0.0
3729,0.0
3887,0.95
7108,0.95
8069,0.95
7326,0.95
8484,0.95
8768,0.0
6501,0.95
8427,0.95
7964,0.95
602,0.95
9250,0.0
8920,0.95
6815,0.95
5412,0.95
8748,0.95
5523,0.0
1045,0.0
7335,0.95
1558,0.95
3740,0.95
3523,0.95
181,0.0
2116,0.0
1700,0.95
1380,0.0
7230,0.0
9144,0.95
619,0.0
3182,0.0
9852,0.0
1601,0.0
5964,0.95
1616,0.0
5921,0.95
9592,0.95
3892,0.95
2084,0.95
4575,0.0
5595,0.95
5122,0.95
4588,0.95
4903,0.95
8253,0.95
5917,0.0
5130,0.95
8335,0.95
1919,0.0
8331,0.0
5708,0.0
5385,0.95
6337,0.95
2055,0.95
7613,0.95
9210,0.95
3964,0.0
1127,0.0
3429,0.95
4602,0.95
3722,0.95
2390,0.0
1323,0.0
1604,0.95
7225,0.95
7426,0.95
4337,0.95
5594,0.0
4412,0.95
5859,0.95
9344,0.0
3992,0.95
6080,0.95
1560,0.95
4683,0.95
7558,0.0
3773,0.95
8780,0.95
3458,0.0
8384,0.0
1355,0.95
46,0.95
9873,0.95
749,0.95
7918,0.0
4242,0.95
5629,0.0
4658,0.95
4239,0.0
3461,0.0
7382,0.95
5550,0.0
7076,0.95
5839,0.95
8092,0.0
5475,0.0
3615,0.0
7502,0.0
7054,0.0
7368,0.0
8020,0.95
9639,0.95
9056,0.95
665,0.95
2320,0.0
3543,0.95
3678,0.0
9600,0.95
3092,0.95
676,0.95
8677,0.0
4885,0.95
8080,0.0
1963,0.95
1841,0.95
7169,0.0
9899,0.95
3539,0.95
8027,0.95
4867,0.95
4175,0.95
8089,0.95
4378,0.95
6212,0.0
4767,0.95
412,0.95
614,0.95
6127,0.95
5211,0.95
1431,0.0
2426,0.95
8842,0.95
3834,0.95
4719,0.0
7186,0.95
1418,0.0
7200,0.0
605,0.0
1273,0.95
3965,0.0
6368,0.95
8747,0.95
248,0.0
9227,0.95
1983,0.95
2836,0.95
5376,0.95
200,0.95
486,0.95
6084,0.0
8957,0.95
456,0.0
9799,0.95
8827,0.95
6516,0.0
1722,0.95
7051,0.95
6383,0.95
8166,0.95
5768,0.95
5810,0.95
4627,0.95
863,0.0
2095,0.95
948,0.95
5642,0.95
1445,0.95
1281,0.0
3111,0.95
8953,0.0
7610,0.95
5136,0.95
3017,0.95
2303,0.0
2005,0.95
4581,0.95
8705,0.95
1006,0.95
5139,0.0
4318,0.95
6559,0.95
4388,0.0
2133,0.95
4266,0.0
2058,0.0
5387,0.95
230,0.95
2890,0.0
4473,0.95
6065,0.95
7925,0.95
7650,0.0
8382,0.95
210,0.95
2759,0.0
8472,0.95
2949,0.0
7117,0.0
6331,0.0
1729,0.95
4177,0.0
338,0.0
4985,0.95
6879,0.95
7249,0.95
8453,0.95
1227,0.0
7609,0.0
6828,0.0
3541,0.95
5869,0.0
2112,0.0
2692,0.0
7154,0.95
3708,0.95
1018,0.95
8512,0.95
2808,0.0
5016,0.95
1929,0.0
351,0.0
5174,0.95
4193,0.95
1935,0.0
6902,0.95
4824,0.95
565,0.95
1583,0.0
4695,0.95
2176,0.0
7029,0.95
4881,0.95
2229,0.95
1116,0.95
3127,0.95
3545,0.95
5049,0.95
7477,0.0
822,0.0
6533,0.0
2273,0.95
5546,0.0
82,0.95
1324,0.95
9406,0.95
1615,0.95
832,0.95
3884,0.95
8642,0.95
4465,0.95
5340,0.95
8067,0.95
1650,0.0
4066,0.95
9666,0.95
3039,0.95
3321,0.95
7144,0.0
6890,0.95
5093,0.95
3721,0.95
2424,0.95
750,0.95
5272,0.95
2374,0.95
4694,0.95
9880,0.95
8371,0.95
7320,0.0
4369,0.95
6786,0.0
7402,0.95
1140,0.0
7632,0.0
2232,0.95
2165,0.95
5218,0.0
9445,0.0
9238,0.95
4562,0.95
1571,0.95
173,0.95
7164,0.95
2088,0.95
4668,0.95
4566,0.95
7090,0.95
6570,0.0
4784,0.0
2685,0.95
1833,0.95
8547,0.0
5066,0.0
9131,0.95
9356,0.95
4413,0.95
7208,0.95
9891,0.95
835,0.95
6822,0.95
3782,0.95
9013,0.0
7500,0.95
3425,0.95
66,0.95
2964,0.95
5670,0.95
8963,0.0
355,0.95
8172,0.0
4031,0.95
8535,0.95
3652,0.95
6740,0.95
3298,0.95
4128,0.0
8044,0.0
4768,0.95
473,0.0
3762,0.0
8618,0.95
3567,0.95
2761,0.0
869,0.95
9383,0.95
8689,0.95
4053,0.95
6131,0.95
3245,0.0
4843,0.0
9331,0.0
5641,0.95
5781,0.95
8541,0.0
1076,0.0
2958,0.0
6753,0.95
8658,0.0
7273,0.95
4760,0.95
4863,0.0
7026,0.95
7648,0.0
7162,0.95
74,0.0
4902,0.95
4376,0.95
6699,0.0
9806,0.0
1102,0.6436029799501739
9538,0.95
7656,0.95
5236,0.95
5166,0.95
119,0.95
2023,0.0
9886,0.0
2639,0.95
2035,0.95
2565,0.95
8666,0.95
3544,0.95
1220,0.0
9715,0.95
6712,0.95
2904,0.0
3027,0.0
2511,0.95
4202,0.95
3208,0.0
4490,0.95
2756,0.0
8890,0.95
178,0.95
1644,0.95
9293,0.95
3519,0.95
1375,0.95
1721,0.95
3996,0.95
3689,0.0
2265,0.0
88,0.95
2849,0.95
8688,0.95
404,0.95
9901,0.0
4078,0.95
6836,0.95
6538,0.95
2457,0.0
2752,0.95
2215,0.0
1028,0.95
9704,0.0
1422,0.95
2437,0.95
4278,0.95
9610,0.0
1279,0.95
6221,0.95
4908,0.0
5065,0.95
1979,0.95
1062,0.0
5015,0.0
4536,0.0
6994,0.95
9254,0.95
1503,0.95
8569,0.0
9315,0.95
8837,0.95
8921,0.95
4919,0.95
679,0.0
5077,0.95
8065,0.95
7569,0.95
103,0.95
958,0.0
8557,0.95
3786,0.95
9631,0.0
7174,0.0
4044,0.95
2649,0.95
6001,0.0
7928,0.0
2827,0.95
4095,0.95
7775,0.0
9259,0.95
8114,0.95
4773,0.95
1948,0.95
6110,0.0
2300,0.95
7845,0.95
4383,0.95
5426,0.0
6772,0.95
8579,0.95
4292,0.95
529,0.95
1234,0.95
780,0.95
5860,0.95
3060,0.95
8588,0.0
1861,0.0
8439,0.95
7404,0.95
4640,0.95
4251,0.95
1993,0.0
7380,0.95
7306,0.95
5304,0.95
8193,0.0
7448,0.95
2472,0.95
7198,0.95
5313,0.95
9036,0.95
1397,0.0
4003,0.0
5372,0.95
3236,0.95
1043,0.0
3299,0.0
7257,0.95
258,0.0
7287,0.95
8617,0.95
7817,0.0
5844,0.95
2090,0.95
7703,0.95
504,0.95
5266,0.95
8815,0.95
1346,0.0
8456,0.0
5047,0.95
2249,0.0
4982,0.95
373,0.95
8455,0.95
3371,0.95
2007,0.0
3657,0.95
8328,0.95
7522,0.95
4002,0.95
6073,0.0
8737,0.95
998,0.95
8180,0.0
3291,0.95
1177,0.95
552,0.95
745,0.95
7224,0.95
4555,0.0
2860,0.95
8821,0.95
3460,0.95
2725,0.95
6848,0.95
7616,0.95
7548,0.0
9175,0.95
6394,0.0
5359,0.95
9489,0.0
2969,0.95
694,0.95
2534,0.0
6400,0.95
983,0.95
5365,0.95
80,0.95
4054,0.95
6259,0.95
9577,0.0
9026,0.95
3108,0.95
3602,0.95
6074,0.0
8127,0.95
2143,0.95
6311,0.95
2269,0.95
446,0.95
4884,0.95
4467,0.95
9027,0.0
6633,0.95
3317,0.95
1702,0.95
2527,0.95
69,0.95
1169,0.0
49,0.0
1054,0.0
4030,0.0
881,0.95
2652,0.95
7760,0.0
2440,0.95
4925,0.95
1468,0.0
7293,0.0
5036,0.95
2442,0.95
6555,0.95
231,0.95
1321,0.0
42,0.95
778,0.95
8951,0.95
8405,0.95
1730,0.0
3911,0.95
580,0.95
9942,0.95
5840,0.0
8272,0.95
7276,0.95
1492,0.0
9110,0.0
5611,0.0
62,0.95
5472,0.95
3906,0.95
6532,0.95
403,0.95
333,0.95
2085,0.0
9558,0.0
165,0.95
4380,0.95
2716,0.95
8924,0.95
7347,0.0
5454,0.95
7047,0.95
1335,0.0
8699,0.95
1660,0.95
3579,0.95
754,0.0
6585,0.0
707,0.0
3015,0.95
8559,0.95
9876,0.95
9583,0.95
8929,0.0
9557,0.95
8984,0.95
1835,0.95
2997,0.95
5428,0.0
3880,0.95
7157,0.95
5082,0.95
9115,0.95
7245,0.0
5401,0.95
5396,0.0
9428,0.95
2247,0.95
836,0.95
8395,0.0
9043,0.95
433,0.95
3379,0.0
6818,0.95
8132,0.95
9622,0.95
6067,0.0
1194,0.95
6935,0.0
5462,0.95
3072,0.95
3045,0.95
3264,0.95
2730,0.0
3434,0.95
434,0.0
3273,0.0
7002,0.95
9727,0.95
105,0.95
3316,0.95
1657,0.95
1534,0.0
4681,0.95
8814,0.95
9003,0.95
6623,0.0
1444,0.0
215,0.0
5357,0.95
9219,0.95
6323,0.95
4990,0.95
1420,0.95
9517,0.95
8607,0.0
182,0.95
4353,0.0
8701,0.95
2447,0.0
5322,0.95
8046,0.0
5685,0.95
3533,0.95
8245,0.95
7977,0.95
3699,0.95
71,0.95
545,0.95
1205,0.95
3079,0.95
9107,0.95
9121,0.95
9681,0.95
6181,0.0
8330,0.0
4285,0.95
4008,0.95
8714,0.0
878,0.0
8061,0.0
197,0.0
9747,0.95
4011,0.95
9963,0.95
2572,0.95
3754,0.95
9248,0.95
8629,0.95
9369,0.95
6160,0.95
4792,0.95
5338,0.95
3025,0.95
2719,0.0
8656,0.0
6917,0.95
3985,0.95
7309,0.0
5954,0.95
3845,0.95
2683,0.95
4025,0.95
8716,0.95
3140,0.0
4238,0.0
219,0.95
6619,0.95
9607,0.0
5269,0.95
2544,0.0
2871,0.95
1245,0.95
421,0.95
6228,0.0
2059,0.0
8494,0.95
6435,0.95
3423,0.95
4511,0.0
1167,0.95
255,0.95
416,0.95
9176,0.95
3470,0.95
3051,0.0
760,0.95
1386,0.0
655,0.95
1202,0.0
2414,0.95
5580,0.95
5994,0.0
5295,0.0
3056,0.95
2831,0.0
2971,0.0
329,0.95
4271,0.0
5995,0.95
4393,0.0
2064,0.95
8302,0.95
9014,0.95
9330,0.95
5170,0.0
4430,0.0
1282,0.95
3382,0.95
2637,0.95
3329,0.95
6437,0.95
5019,0.95
7325,0.95
3796,0.0
2664,0.95
8283,0.95
1283,0.95
4149,0.95
1363,0.95
1438,0.95
9629,0.95
3442,0.95
57,0.95
4598,0.0
8480,0.95
5366,0.0
1845,0.95
5516,0.95
8574,0.95
6264,0.0
2881,0.95
1744,0.0
8399,0.0
4170,0.0
5198,0.95
8994,0.95
741,0.95
9067,0.95
1625,0.95
525,0.95
8000,0.95
4420,0.95
5427,0.0
6690,0.0
7383,0.0
436,0.95
2961,0.95
309,0.95
1566,0.95
2632,0.95
5598,0.0
9478,0.0
402,0.0
3827,0.95
882,0.95
3998,0.0
7119,0.0
3266,0.0
8407,0.95
5010,0.0
5737,0.95
5555,0.0
289,0.0
5565,0.95
8325,0.95
2624,0.0
8860,0.95
477,0.95
8592,0.95
9714,0.0
6523,0.95
3112,0.0
9471,0.95
738,0.95
3134,0.0
8048,0.0
6552,0.0
5408,0.95
5564,0.0
5329,0.95
6719,0.0
5119,0.0
4620,0.95
3690,0.95
7717,0.0
1840,0.95
1996,0.95
2400,0.95
6511,0.95
9357,0.95
4120,0.95
5895,0.95
801,0.95
8424,0.95
7681,0.0
1406,0.95
5432,0.95
70,0.0
9544,0.95
2760,0.0
8295,0.0
1587,0.95
6667,0.0
8015,0.95
1075,0.95
3064,0.95
6488,0.0
4706,0.0
